country,nuts_1,cases,cases/100k pop.,deaths,datetime
DE,Bremen,567,83,24,2020-04-18T00:00:00
DE,Mecklenburg-Vor­pommern,645,40,14,2020-04-18T00:00:00
DE,Sachsen-Anhalt,1315,60,29,2020-04-18T00:00:00
DE,Thüringen,1717,80,50,2020-04-18T00:00:00
DE,Brandenburg,2161,86,62,2020-04-18T00:00:00
DE,Saarland,2289,231,86,2020-04-18T00:00:00
DE,Schles­wig-Holstein,2387,82,61,2020-04-18T00:00:00
DE,Hamburg,4118,224,90,2020-04-18T00:00:00
DE,Sachsen,4140,102,103,2020-04-18T00:00:00
DE,Berlin,5066,135,91,2020-04-18T00:00:00
DE,Rhein­land-Pfalz,5324,130,99,2020-04-18T00:00:00
DE,Hessen,6916,110,212,2020-04-18T00:00:00
DE,Niedersachsen,8649,108,281,2020-04-18T00:00:00
DE,Baden-Württem­berg,27258,246,919,2020-04-18T00:00:00
DE,Nordrhein-West­falen,28006,156,791,2020-04-18T00:00:00
DE,Bayern,36881,282,1198,2020-04-18T00:00:00
