country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Liège,2.0,,,,2020-01-10
BE,Wallonia,Liège,4.0,,,,2020-01-12
BE,Wallonia,Liège,5.0,,,,2020-02-12
BE,Flanders,Limburg,1.0,,,,2020-03-01
BE,Flanders,OostVlaanderen,1.0,,,,2020-03-01
BE,Flanders,Antwerpen,1.0,,,,2020-03-01
BE,Wallonia,Liège,3.0,,,,2020-03-01
BE,Brussels,Brussels,6.0,,,,2020-03-01
BE,Flanders,VlaamsBrabant,7.0,,,,2020-03-01
BE,Flanders,OostVlaanderen,2.0,,,,2020-03-02
BE,Wallonia,BrabantWallon,2.0,,,,2020-03-02
BE,Flanders,WestVlaanderen,2.0,,,,2020-03-02
BE,Flanders,Antwerpen,2.0,,,,2020-03-02
BE,Wallonia,Liège,4.0,,,,2020-03-02
BE,Brussels,Brussels,10.0,,,,2020-03-02
BE,Flanders,VlaamsBrabant,15.0,,,,2020-03-02
BE,Wallonia,Namur,1.0,,,,2020-03-03
BE,Wallonia,Hainaut,1.0,,,,2020-03-03
BE,Flanders,Limburg,4.0,,,,2020-03-03
BE,Flanders,OostVlaanderen,5.0,,,,2020-03-03
BE,Wallonia,BrabantWallon,5.0,,,,2020-03-03
BE,Flanders,WestVlaanderen,6.0,,,,2020-03-03
BE,Flanders,Antwerpen,7.0,,,,2020-03-03
BE,Wallonia,Liège,10.0,,,,2020-03-03
BE,Brussels,Brussels,12.0,,,,2020-03-03
BE,Flanders,VlaamsBrabant,21.0,,,,2020-03-03
BE,Wallonia,Namur,2.0,,,,2020-03-04
BE,Wallonia,BrabantWallon,6.0,,,,2020-03-04
BE,MISSING,MISSING,6.0,,,,2020-03-04
BE,Flanders,WestVlaanderen,7.0,,,,2020-03-04
BE,Wallonia,Hainaut,7.0,,,,2020-03-04
BE,Flanders,OostVlaanderen,8.0,,,,2020-03-04
BE,Flanders,Limburg,12.0,,,,2020-03-04
BE,Flanders,Antwerpen,13.0,,,,2020-03-04
BE,Wallonia,Liège,15.0,,,,2020-03-04
BE,Brussels,Brussels,17.0,,,,2020-03-04
BE,Flanders,VlaamsBrabant,32.0,,,,2020-03-04
BE,Wallonia,Namur,3.0,,,,2020-03-05
BE,Wallonia,BrabantWallon,9.0,,,,2020-03-05
BE,Flanders,OostVlaanderen,17.0,,,,2020-03-05
BE,Wallonia,Hainaut,17.0,,,,2020-03-05
BE,Brussels,Brussels,19.0,,,,2020-03-05
BE,Flanders,Limburg,20.0,,,,2020-03-05
BE,Wallonia,Liège,21.0,,,,2020-03-05
BE,Flanders,WestVlaanderen,21.0,,,,2020-03-05
BE,Flanders,Antwerpen,24.0,,,,2020-03-05
BE,Flanders,VlaamsBrabant,49.0,,,,2020-03-05
BE,Wallonia,Luxembourg,1.0,,,,2020-03-06
BE,MISSING,MISSING,7.0,,,,2020-03-06
BE,Wallonia,Namur,8.0,,,,2020-03-06
BE,Wallonia,BrabantWallon,13.0,,,,2020-03-06
BE,Wallonia,Hainaut,21.0,,,,2020-03-06
BE,Brussels,Brussels,28.0,,,,2020-03-06
BE,Wallonia,Liège,29.0,,,,2020-03-06
BE,Flanders,OostVlaanderen,33.0,,,,2020-03-06
BE,Flanders,Antwerpen,35.0,,,,2020-03-06
BE,Flanders,Limburg,37.0,,,,2020-03-06
BE,Flanders,WestVlaanderen,38.0,,,,2020-03-06
BE,Flanders,VlaamsBrabant,66.0,,,,2020-03-06
BE,Wallonia,BrabantWallon,14.0,,,,2020-03-07
BE,Wallonia,Hainaut,22.0,,,,2020-03-07
BE,Brussels,Brussels,33.0,,,,2020-03-07
BE,Wallonia,Liège,33.0,,,,2020-03-07
BE,Flanders,OostVlaanderen,34.0,,,,2020-03-07
BE,Flanders,Limburg,40.0,,,,2020-03-07
BE,Flanders,WestVlaanderen,42.0,,,,2020-03-07
BE,Flanders,Antwerpen,43.0,,,,2020-03-07
BE,Wallonia,Luxembourg,2.0,,,,2020-03-08
BE,MISSING,MISSING,8.0,,,,2020-03-08
BE,Wallonia,Namur,10.0,,,,2020-03-08
BE,Wallonia,BrabantWallon,15.0,,,,2020-03-08
BE,Wallonia,Hainaut,26.0,,,,2020-03-08
BE,Flanders,OostVlaanderen,39.0,,,,2020-03-08
BE,Brussels,Brussels,39.0,,,,2020-03-08
BE,Wallonia,Liège,44.0,,,,2020-03-08
BE,Flanders,Limburg,47.0,,,,2020-03-08
BE,Flanders,Antwerpen,52.0,,,,2020-03-08
BE,Flanders,WestVlaanderen,53.0,,,,2020-03-08
BE,Flanders,VlaamsBrabant,72.0,,,,2020-03-08
BE,MISSING,MISSING,11.0,,,,2020-03-09
BE,Wallonia,Namur,13.0,,,,2020-03-09
BE,Wallonia,BrabantWallon,20.0,,,,2020-03-09
BE,Wallonia,Hainaut,38.0,,,,2020-03-09
BE,Flanders,OostVlaanderen,45.0,,,,2020-03-09
BE,Brussels,Brussels,51.0,,,,2020-03-09
BE,Flanders,Limburg,53.0,,,,2020-03-09
BE,Flanders,WestVlaanderen,56.0,,,,2020-03-09
BE,Flanders,Antwerpen,60.0,,,,2020-03-09
BE,Wallonia,Liège,66.0,,,,2020-03-09
BE,Flanders,VlaamsBrabant,86.0,,,,2020-03-09
BE,Wallonia,Luxembourg,4.0,,,,2020-03-10
BE,MISSING,MISSING,18.0,,,,2020-03-10
BE,Wallonia,BrabantWallon,23.0,,,,2020-03-10
BE,Wallonia,Hainaut,45.0,,,,2020-03-10
BE,Flanders,WestVlaanderen,59.0,,,,2020-03-10
BE,Flanders,OostVlaanderen,61.0,,,,2020-03-10
BE,Brussels,Brussels,64.0,,,,2020-03-10
BE,Flanders,Limburg,65.0,,,,2020-03-10
BE,Flanders,Antwerpen,74.0,,,,2020-03-10
BE,Wallonia,Liège,76.0,,,,2020-03-10
BE,Flanders,VlaamsBrabant,98.0,,,,2020-03-10
BE,Wallonia,Luxembourg,6.0,,,,2020-03-11
BE,Wallonia,Namur,18.0,,,,2020-03-11
BE,MISSING,MISSING,19.0,,,,2020-03-11
BE,Wallonia,BrabantWallon,25.0,,,,2020-03-11
BE,Wallonia,Hainaut,58.0,,,,2020-03-11
BE,Flanders,WestVlaanderen,71.0,,,,2020-03-11
BE,Brussels,Brussels,83.0,,,,2020-03-11
BE,Flanders,OostVlaanderen,86.0,,,,2020-03-11
BE,Flanders,Limburg,87.0,,,,2020-03-11
BE,Flanders,Antwerpen,95.0,,,,2020-03-11
BE,Wallonia,Liège,101.0,,,,2020-03-11
BE,Flanders,VlaamsBrabant,125.0,,,,2020-03-11
BE,Wallonia,Luxembourg,9.0,,,,2020-03-12
BE,Wallonia,Namur,20.0,,,,2020-03-12
BE,MISSING,MISSING,24.0,,,,2020-03-12
BE,Wallonia,BrabantWallon,32.0,,,,2020-03-12
BE,Wallonia,Hainaut,86.0,,,,2020-03-12
BE,Flanders,WestVlaanderen,92.0,,,,2020-03-12
BE,Flanders,Limburg,112.0,,,,2020-03-12
BE,Flanders,OostVlaanderen,117.0,,,,2020-03-12
BE,Brussels,Brussels,118.0,,,,2020-03-12
BE,Flanders,Antwerpen,128.0,,,,2020-03-12
BE,Wallonia,Liège,130.0,,,,2020-03-12
BE,Flanders,VlaamsBrabant,156.0,,,,2020-03-12
BE,Wallonia,Luxembourg,16.0,,,,2020-03-13
BE,Wallonia,Namur,27.0,,,,2020-03-13
BE,MISSING,MISSING,43.0,,,,2020-03-13
BE,Wallonia,BrabantWallon,45.0,,,,2020-03-13
BE,Flanders,WestVlaanderen,116.0,,,,2020-03-13
BE,Wallonia,Hainaut,141.0,,,,2020-03-13
BE,Flanders,Limburg,142.0,,,,2020-03-13
BE,Flanders,OostVlaanderen,146.0,,,,2020-03-13
BE,Brussels,Brussels,158.0,,,,2020-03-13
BE,Wallonia,Liège,160.0,,,,2020-03-13
BE,Flanders,Antwerpen,175.0,,,,2020-03-13
BE,Flanders,VlaamsBrabant,193.0,,,,2020-03-13
BE,Wallonia,Luxembourg,17.0,,,,2020-03-14
BE,Wallonia,Namur,31.0,,,,2020-03-14
BE,Wallonia,BrabantWallon,49.0,,,,2020-03-14
BE,MISSING,MISSING,50.0,,,,2020-03-14
BE,Flanders,WestVlaanderen,135.0,,,,2020-03-14
BE,Flanders,Limburg,153.0,,,,2020-03-14
BE,Flanders,OostVlaanderen,159.0,,,,2020-03-14
BE,Wallonia,Hainaut,176.0,,,,2020-03-14
BE,Wallonia,Liège,182.0,,,,2020-03-14
BE,Brussels,Brussels,188.0,,,,2020-03-14
BE,Flanders,Antwerpen,196.0,,,,2020-03-14
BE,Flanders,VlaamsBrabant,205.0,,,,2020-03-14
BE,Wallonia,Luxembourg,18.0,,4,0,2020-03-15
BE,Wallonia,Namur,32.0,,2,1,2020-03-15
BE,Wallonia,BrabantWallon,55.0,,5,2,2020-03-15
BE,MISSING,MISSING,60.0,,,,2020-03-15
BE,Flanders,WestVlaanderen,151.0,,19,3,2020-03-15
BE,Flanders,OostVlaanderen,178.0,,16,5,2020-03-15
BE,Flanders,Limburg,190.0,,20,6,2020-03-15
BE,Wallonia,Liège,197.0,,22,2,2020-03-15
BE,Wallonia,Hainaut,206.0,,54,12,2020-03-15
BE,Brussels,Brussels,216.0,,58,11,2020-03-15
BE,Flanders,Antwerpen,220.0,,50,9,2020-03-15
BE,Flanders,VlaamsBrabant,232.0,,13,2,2020-03-15
BE,Wallonia,Luxembourg,23.0,,5,1,2020-03-16
BE,MISSING,MISSING,69.0,,,,2020-03-16
BE,Wallonia,BrabantWallon,72.0,,8,2,2020-03-16
BE,Flanders,WestVlaanderen,191.0,,25,6,2020-03-16
BE,Flanders,OostVlaanderen,214.0,,23,6,2020-03-16
BE,Flanders,Limburg,225.0,,25,9,2020-03-16
BE,Wallonia,Liège,245.0,,24,2,2020-03-16
BE,Wallonia,Hainaut,252.0,,89,19,2020-03-16
BE,Flanders,Antwerpen,266.0,,63,12,2020-03-16
BE,Flanders,VlaamsBrabant,275.0,,23,7,2020-03-16
BE,Brussels,Brussels,278.0,,81,14,2020-03-16
BE,Wallonia,Namur,,,4,1,2020-03-16
BE,Wallonia,Luxembourg,26.0,,8,1,2020-03-17
BE,Wallonia,Namur,41.0,,4,1,2020-03-17
BE,MISSING,MISSING,79.0,,,,2020-03-17
BE,Wallonia,BrabantWallon,90.0,,10,2,2020-03-17
BE,Flanders,WestVlaanderen,247.0,,35,5,2020-03-17
BE,Flanders,OostVlaanderen,253.0,,32,8,2020-03-17
BE,Wallonia,Liège,290.0,,29,5,2020-03-17
BE,Flanders,Limburg,291.0,,34,13,2020-03-17
BE,Wallonia,Hainaut,304.0,,108,25,2020-03-17
BE,Brussels,Brussels,307.0,,115,23,2020-03-17
BE,Flanders,VlaamsBrabant,316.0,,33,3,2020-03-17
BE,Flanders,Antwerpen,320.0,,85,14,2020-03-17
BE,Wallonia,Luxembourg,41.0,,15,2,2020-03-18
BE,Wallonia,Namur,62.0,,6,1,2020-03-18
BE,MISSING,MISSING,85.0,,,,2020-03-18
BE,Wallonia,BrabantWallon,115.0,,14,3,2020-03-18
BE,Flanders,WestVlaanderen,305.0,,50,9,2020-03-18
BE,Flanders,OostVlaanderen,306.0,,52,12,2020-03-18
BE,Wallonia,Liège,337.0,,41,2,2020-03-18
BE,Flanders,Limburg,349.0,,56,18,2020-03-18
BE,Brussels,Brussels,365.0,,124,29,2020-03-18
BE,Flanders,Antwerpen,375.0,,121,18,2020-03-18
BE,Flanders,VlaamsBrabant,377.0,,37,7,2020-03-18
BE,Wallonia,Hainaut,381.0,,130,29,2020-03-18
BE,Wallonia,Namur,83.0,,8,2,2020-03-19
BE,Wallonia,Luxembourg,87.0,,23,6,2020-03-19
BE,MISSING,MISSING,117.0,,,,2020-03-19
BE,Wallonia,BrabantWallon,141.0,,15,4,2020-03-19
BE,Flanders,OostVlaanderen,365.0,,59,16,2020-03-19
BE,Flanders,WestVlaanderen,378.0,,75,10,2020-03-19
BE,Wallonia,Liège,417.0,,59,5,2020-03-19
BE,Brussels,Brussels,420.0,,156,35,2020-03-19
BE,Flanders,Limburg,446.0,,77,18,2020-03-19
BE,Flanders,VlaamsBrabant,447.0,,50,11,2020-03-19
BE,Wallonia,Hainaut,453.0,,163,35,2020-03-19
BE,Flanders,Antwerpen,457.0,,155,22,2020-03-19
BE,Wallonia,Luxembourg,90.0,,26,7,2020-03-20
BE,Wallonia,Namur,98.0,,18,1,2020-03-20
BE,MISSING,MISSING,128.0,,,,2020-03-20
BE,Wallonia,BrabantWallon,160.0,,19,4,2020-03-20
BE,Flanders,OostVlaanderen,439.0,,84,20,2020-03-20
BE,Flanders,WestVlaanderen,442.0,,99,17,2020-03-20
BE,Brussels,Brussels,489.0,,193,46,2020-03-20
BE,Wallonia,Liège,490.0,,85,19,2020-03-20
BE,Flanders,Antwerpen,524.0,,185,32,2020-03-20
BE,Flanders,VlaamsBrabant,524.0,,69,18,2020-03-20
BE,Wallonia,Hainaut,532.0,,216,38,2020-03-20
BE,Flanders,Limburg,557.0,,114,27,2020-03-20
BE,Wallonia,Luxembourg,98.0,,36,9,2020-03-21
BE,Wallonia,Namur,107.0,,22,4,2020-03-21
BE,MISSING,MISSING,142.0,,,,2020-03-21
BE,Wallonia,BrabantWallon,174.0,,24,5,2020-03-21
BE,Flanders,OostVlaanderen,478.0,,126,29,2020-03-21
BE,Flanders,WestVlaanderen,479.0,,131,23,2020-03-21
BE,Brussels,Brussels,533.0,,248,56,2020-03-21
BE,Wallonia,Liège,564.0,,124,27,2020-03-21
BE,Flanders,VlaamsBrabant,571.0,,84,20,2020-03-21
BE,Flanders,Antwerpen,587.0,,219,38,2020-03-21
BE,Wallonia,Hainaut,590.0,,224,50,2020-03-21
BE,Flanders,Limburg,619.0,,146,29,2020-03-21
BE,Wallonia,Luxembourg,110.0,,44,11,2020-03-22
BE,Wallonia,Namur,123.0,,27,7,2020-03-22
BE,MISSING,MISSING,157.0,,,,2020-03-22
BE,Wallonia,BrabantWallon,197.0,,29,5,2020-03-22
BE,Flanders,OostVlaanderen,522.0,,153,37,2020-03-22
BE,Flanders,WestVlaanderen,525.0,,156,27,2020-03-22
BE,Brussels,Brussels,596.0,,283,58,2020-03-22
BE,Flanders,VlaamsBrabant,614.0,,106,21,2020-03-22
BE,Wallonia,Liège,624.0,,171,29,2020-03-22
BE,Flanders,Antwerpen,642.0,,258,42,2020-03-22
BE,Wallonia,Hainaut,654.0,,268,59,2020-03-22
BE,Flanders,Limburg,664.0,,166,30,2020-03-22
BE,Wallonia,Luxembourg,154.0,,47,18,2020-03-23
BE,Wallonia,Namur,155.0,,34,7,2020-03-23
BE,MISSING,MISSING,169.0,,,,2020-03-23
BE,Wallonia,BrabantWallon,228.0,,31,6,2020-03-23
BE,Flanders,OostVlaanderen,666.0,,166,41,2020-03-23
BE,Brussels,Brussels,712.0,,298,67,2020-03-23
BE,Flanders,WestVlaanderen,716.0,,180,31,2020-03-23
BE,Flanders,VlaamsBrabant,746.0,,136,25,2020-03-23
BE,Wallonia,Hainaut,775.0,,308,65,2020-03-23
BE,Wallonia,Liège,790.0,,194,31,2020-03-23
BE,Flanders,Limburg,809.0,,181,38,2020-03-23
BE,Flanders,Antwerpen,836.0,,308,56,2020-03-23
BE,Wallonia,Luxembourg,177.0,,52,18,2020-03-24
BE,MISSING,MISSING,177.0,,,,2020-03-24
BE,Wallonia,Namur,184.0,,42,10,2020-03-24
BE,Wallonia,BrabantWallon,262.0,,37,9,2020-03-24
BE,Flanders,OostVlaanderen,821.0,,206,62,2020-03-24
BE,Brussels,Brussels,834.0,,349,82,2020-03-24
BE,Flanders,WestVlaanderen,835.0,,221,39,2020-03-24
BE,Flanders,VlaamsBrabant,851.0,,148,37,2020-03-24
BE,Wallonia,Hainaut,905.0,,336,77,2020-03-24
BE,Flanders,Limburg,944.0,,235,44,2020-03-24
BE,Wallonia,Liège,953.0,,196,38,2020-03-24
BE,Flanders,Antwerpen,1008.0,,382,71,2020-03-24
BE,MISSING,MISSING,189.0,,,,2020-03-25
BE,Wallonia,Luxembourg,194.0,,63,20,2020-03-25
BE,Wallonia,Namur,222.0,,56,13,2020-03-25
BE,Wallonia,BrabantWallon,283.0,,40,10,2020-03-25
BE,Flanders,OostVlaanderen,966.0,,263,76,2020-03-25
BE,Brussels,Brussels,976.0,,415,98,2020-03-25
BE,Flanders,VlaamsBrabant,979.0,,172,42,2020-03-25
BE,Flanders,WestVlaanderen,983.0,,298,55,2020-03-25
BE,Wallonia,Hainaut,1019.0,,377,83,2020-03-25
BE,Flanders,Limburg,1069.0,,290,59,2020-03-25
BE,Wallonia,Liège,1091.0,,252,58,2020-03-25
BE,Flanders,Antwerpen,1179.0,,495,98,2020-03-25
BE,MISSING,MISSING,206.0,,,,2020-03-26
BE,Wallonia,Luxembourg,239.0,,72,20,2020-03-26
BE,Wallonia,Namur,255.0,,70,18,2020-03-26
BE,Wallonia,BrabantWallon,312.0,,41,14,2020-03-26
BE,Flanders,VlaamsBrabant,1119.0,,187,43,2020-03-26
BE,Brussels,Brussels,1125.0,,482,114,2020-03-26
BE,Flanders,OostVlaanderen,1129.0,,326,85,2020-03-26
BE,Wallonia,Hainaut,1131.0,,416,95,2020-03-26
BE,Flanders,WestVlaanderen,1139.0,,352,66,2020-03-26
BE,Wallonia,Liège,1248.0,,286,68,2020-03-26
BE,Flanders,Limburg,1248.0,,323,71,2020-03-26
BE,Flanders,Antwerpen,1362.0,,556,105,2020-03-26
BE,MISSING,MISSING,230.0,,,,2020-03-27
BE,Wallonia,Luxembourg,273.0,,84,18,2020-03-27
BE,Wallonia,Namur,301.0,,79,22,2020-03-27
BE,Wallonia,BrabantWallon,355.0,,56,14,2020-03-27
BE,Flanders,VlaamsBrabant,1280.0,,217,51,2020-03-27
BE,Wallonia,Hainaut,1282.0,,457,102,2020-03-27
BE,Brussels,Brussels,1310.0,,580,118,2020-03-27
BE,Flanders,WestVlaanderen,1324.0,,413,77,2020-03-27
BE,Wallonia,Liège,1345.0,,347,88,2020-03-27
BE,Flanders,OostVlaanderen,1350.0,,393,99,2020-03-27
BE,Flanders,Limburg,1429.0,,396,78,2020-03-27
BE,Flanders,Antwerpen,1552.0,,627,122,2020-03-27
BE,MISSING,MISSING,243.0,,,,2020-03-28
BE,Wallonia,Luxembourg,299.0,,90,17,2020-03-28
BE,Wallonia,Namur,332.0,,85,20,2020-03-28
BE,Wallonia,BrabantWallon,370.0,,56,13,2020-03-28
BE,Wallonia,Liège,1375.0,,375,95,2020-03-28
BE,Flanders,VlaamsBrabant,1376.0,,247,50,2020-03-28
BE,Wallonia,Hainaut,1386.0,,548,115,2020-03-28
BE,Flanders,WestVlaanderen,1401.0,,459,89,2020-03-28
BE,Brussels,Brussels,1457.0,,629,136,2020-03-28
BE,Flanders,OostVlaanderen,1459.0,,456,103,2020-03-28
BE,Flanders,Limburg,1525.0,,418,89,2020-03-28
BE,Flanders,Antwerpen,1652.0,,725,140,2020-03-28
BE,Wallonia,,,1,,,2020-03-28
BE,MISSING,MISSING,256.0,,,,2020-03-29
BE,Wallonia,Luxembourg,313.0,,101,17,2020-03-29
BE,Wallonia,Namur,355.0,,102,26,2020-03-29
BE,Wallonia,BrabantWallon,384.0,,60,15,2020-03-29
BE,Wallonia,Liège,1429.0,,425,102,2020-03-29
BE,Flanders,VlaamsBrabant,1434.0,,269,66,2020-03-29
BE,Flanders,WestVlaanderen,1463.0,,516,94,2020-03-29
BE,Wallonia,Hainaut,1494.0,,610,126,2020-03-29
BE,Flanders,OostVlaanderen,1529.0,,514,113,2020-03-29
BE,Brussels,Brussels,1550.0,,712,150,2020-03-29
BE,Flanders,Limburg,1597.0,,457,101,2020-03-29
BE,Flanders,Antwerpen,1754.0,,770,151,2020-03-29
BE,MISSING,MISSING,284.0,,,,2020-03-30
BE,Wallonia,Luxembourg,369.0,,107,18,2020-03-30
BE,Wallonia,Namur,403.0,,112,30,2020-03-30
BE,Wallonia,BrabantWallon,420.0,,69,18,2020-03-30
BE,Flanders,VlaamsBrabant,1583.0,,290,62,2020-03-30
BE,Wallonia,Hainaut,1648.0,,646,131,2020-03-30
BE,Flanders,WestVlaanderen,1667.0,,538,91,2020-03-30
BE,Wallonia,Liège,1674.0,,476,114,2020-03-30
BE,Brussels,Brussels,1688.0,,790,164,2020-03-30
BE,Flanders,OostVlaanderen,1747.0,,570,121,2020-03-30
BE,Flanders,Limburg,1828.0,,481,110,2020-03-30
BE,Flanders,Antwerpen,1985.0,,818,162,2020-03-30
BE,MISSING,MISSING,302.0,,,,2020-03-31
BE,Wallonia,BrabantWallon,448.0,,64,18,2020-03-31
BE,Wallonia,Namur,452.0,,118,33,2020-03-31
BE,Wallonia,Luxembourg,458.0,,103,20,2020-03-31
BE,Flanders,VlaamsBrabant,1737.0,,289,66,2020-03-31
BE,Flanders,WestVlaanderen,1833.0,,541,103,2020-03-31
BE,Brussels,Brussels,1866.0,,817,176,2020-03-31
BE,Wallonia,Liège,1881.0,,500,119,2020-03-31
BE,Wallonia,Hainaut,1881.0,,637,132,2020-03-31
BE,Flanders,OostVlaanderen,1965.0,,591,130,2020-03-31
BE,Flanders,Limburg,1994.0,,512,112,2020-03-31
BE,Flanders,Antwerpen,2160.0,,816,179,2020-03-31
BE,Flanders,,,1,,,2020-03-31
BE,MISSING,MISSING,326.0,,,,2020-04-01
BE,Wallonia,BrabantWallon,488.0,,61,17,2020-04-01
BE,Wallonia,Namur,510.0,,130,34,2020-04-01
BE,Wallonia,Luxembourg,557.0,,111,22,2020-04-01
BE,Flanders,VlaamsBrabant,1889.0,,330,72,2020-04-01
BE,Flanders,WestVlaanderen,1999.0,,566,104,2020-04-01
BE,Brussels,Brussels,2012.0,,842,183,2020-04-01
BE,Wallonia,Hainaut,2015.0,,677,139,2020-04-01
BE,Wallonia,Liège,2056.0,,523,130,2020-04-01
BE,Flanders,OostVlaanderen,2139.0,,614,132,2020-04-01
BE,Flanders,Limburg,2164.0,,503,109,2020-04-01
BE,Flanders,Antwerpen,2338.0,,862,202,2020-04-01
BE,MISSING,MISSING,355.0,,,,2020-04-02
BE,Wallonia,BrabantWallon,517.0,,65,19,2020-04-02
BE,Wallonia,Namur,587.0,,140,37,2020-04-02
BE,Wallonia,Luxembourg,619.0,,116,22,2020-04-02
BE,Flanders,VlaamsBrabant,2029.0,,343,79,2020-04-02
BE,Wallonia,Hainaut,2148.0,,678,150,2020-04-02
BE,Brussels,Brussels,2167.0,,917,196,2020-04-02
BE,Flanders,WestVlaanderen,2172.0,,578,109,2020-04-02
BE,Wallonia,Liège,2250.0,,570,135,2020-04-02
BE,Flanders,OostVlaanderen,2292.0,,616,142,2020-04-02
BE,Flanders,Limburg,2331.0,,500,105,2020-04-02
BE,Flanders,Antwerpen,2504.0,,875,211,2020-04-02
BE,MISSING,MISSING,381.0,,,,2020-04-03
BE,Wallonia,BrabantWallon,562.0,,64,17,2020-04-03
BE,Wallonia,Namur,655.0,,144,39,2020-04-03
BE,Wallonia,Luxembourg,676.0,,121,25,2020-04-03
BE,Flanders,VlaamsBrabant,2199.0,,344,84,2020-04-03
BE,Flanders,WestVlaanderen,2316.0,,639,115,2020-04-03
BE,Brussels,Brussels,2334.0,,914,196,2020-04-03
BE,Wallonia,Hainaut,2346.0,,704,155,2020-04-03
BE,Wallonia,Liège,2432.0,,573,145,2020-04-03
BE,Flanders,OostVlaanderen,2486.0,,642,150,2020-04-03
BE,Flanders,Limburg,2588.0,,516,105,2020-04-03
BE,Flanders,Antwerpen,2690.0,,901,225,2020-04-03
BE,Flanders,,,2,,,2020-04-03
BE,MISSING,MISSING,405.0,,,,2020-04-04
BE,Wallonia,BrabantWallon,576.0,,57,17,2020-04-04
BE,Wallonia,Luxembourg,690.0,,113,25,2020-04-04
BE,Wallonia,Namur,693.0,,144,39,2020-04-04
BE,Flanders,VlaamsBrabant,2331.0,,307,69,2020-04-04
BE,Flanders,WestVlaanderen,2402.0,,665,121,2020-04-04
BE,Wallonia,Hainaut,2418.0,,706,154,2020-04-04
BE,Brussels,Brussels,2436.0,,888,197,2020-04-04
BE,Wallonia,Liège,2547.0,,585,147,2020-04-04
BE,Flanders,OostVlaanderen,2617.0,,644,153,2020-04-04
BE,Flanders,Limburg,2674.0,,506,109,2020-04-04
BE,Flanders,Antwerpen,2798.0,,916,230,2020-04-04
BE,Wallonia,,,2,,,2020-04-04
BE,Flanders,,,6,,,2020-04-04
BE,MISSING,MISSING,428.0,,,,2020-04-05
BE,Wallonia,BrabantWallon,592.0,,63,19,2020-04-05
BE,Wallonia,Luxembourg,702.0,,119,28,2020-04-05
BE,Wallonia,Namur,730.0,,151,41,2020-04-05
BE,Flanders,VlaamsBrabant,2376.0,,313,71,2020-04-05
BE,Flanders,WestVlaanderen,2442.0,,661,128,2020-04-05
BE,Wallonia,Hainaut,2496.0,,728,149,2020-04-05
BE,Brussels,Brussels,2518.0,,899,203,2020-04-05
BE,Wallonia,Liège,2643.0,,603,152,2020-04-05
BE,Flanders,Limburg,2721.0,,485,103,2020-04-05
BE,Flanders,OostVlaanderen,2727.0,,659,151,2020-04-05
BE,Flanders,Antwerpen,2877.0,,939,222,2020-04-05
BE,MISSING,MISSING,467.0,,,,2020-04-06
BE,Wallonia,BrabantWallon,640.0,,66,19,2020-04-06
BE,Wallonia,Luxembourg,753.0,,125,28,2020-04-06
BE,Wallonia,Namur,806.0,,148,41,2020-04-06
BE,Flanders,VlaamsBrabant,2572.0,,320,72,2020-04-06
BE,Flanders,WestVlaanderen,2665.0,,676,127,2020-04-06
BE,Brussels,Brussels,2687.0,,921,203,2020-04-06
BE,Wallonia,Hainaut,2720.0,,726,145,2020-04-06
BE,Wallonia,Liège,2833.0,,619,151,2020-04-06
BE,Flanders,OostVlaanderen,2940.0,,691,154,2020-04-06
BE,Flanders,Limburg,2979.0,,502,97,2020-04-06
BE,Flanders,Antwerpen,3124.0,,965,223,2020-04-06
BE,MISSING,MISSING,499.0,,,,2020-04-07
BE,Wallonia,BrabantWallon,673.0,,66,16,2020-04-07
BE,Wallonia,Luxembourg,801.0,,125,27,2020-04-07
BE,Wallonia,Namur,883.0,,141,41,2020-04-07
BE,Flanders,VlaamsBrabant,2703.0,,311,73,2020-04-07
BE,Flanders,WestVlaanderen,2818.0,,673,132,2020-04-07
BE,Brussels,Brussels,2827.0,,937,202,2020-04-07
BE,Wallonia,Hainaut,2873.0,,703,147,2020-04-07
BE,Wallonia,Liège,3035.0,,612,153,2020-04-07
BE,Flanders,OostVlaanderen,3086.0,,691,157,2020-04-07
BE,Flanders,Limburg,3200.0,,491,98,2020-04-07
BE,Flanders,Antwerpen,3303.0,,960,230,2020-04-07
BE,MISSING,MISSING,533.0,,,,2020-04-08
BE,Wallonia,BrabantWallon,713.0,,67,15,2020-04-08
BE,Wallonia,Luxembourg,838.0,,116,27,2020-04-08
BE,Wallonia,Namur,953.0,,173,48,2020-04-08
BE,Flanders,VlaamsBrabant,2849.0,,303,74,2020-04-08
BE,Flanders,WestVlaanderen,2990.0,,652,131,2020-04-08
BE,Brussels,Brussels,3001.0,,915,194,2020-04-08
BE,Wallonia,Hainaut,3039.0,,682,150,2020-04-08
BE,Wallonia,Liège,3195.0,,622,161,2020-04-08
BE,Flanders,OostVlaanderen,3255.0,,670,161,2020-04-08
BE,Flanders,Limburg,3414.0,,480,96,2020-04-08
BE,Flanders,Antwerpen,3519.0,,940,229,2020-04-08
BE,Wallonia,,,3,,,2020-04-08
BE,MISSING,MISSING,576.0,,,,2020-04-09
BE,Wallonia,BrabantWallon,766.0,,69,13,2020-04-09
BE,Wallonia,Luxembourg,877.0,,111,27,2020-04-09
BE,Wallonia,Namur,1008.0,,182,50,2020-04-09
