country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,3321,175.4,0.0,0.0,0.0,2020-04-27T00:00:00
UK,South West,7185,127.7,1247.0,22.2,0.0,2020-04-27T00:00:00
UK,East Midlands,8199,169.5,1640.0,33.9,0.0,2020-04-27T00:00:00
UK,North East,8779,328.8,1222.0,45.8,0.0,2020-04-27T00:00:00
UK,Wales,9861,312.8,0.0,0.0,0.0,2020-04-27T00:00:00
UK,Scotland,11578,211.9,0.0,0.0,0.0,2020-04-27T00:00:00
UK,Yorkshire and The Humber,11999,218.0,1916.0,34.8,0.0,2020-04-27T00:00:00
UK,East of England,12243,196.3,2573.0,41.3,0.0,2020-04-27T00:00:00
UK,West Midlands,14455,243.6,3163.0,53.3,0.0,2020-04-27T00:00:00
UK,South East,19434,211.7,3186.0,34.7,0.0,2020-04-27T00:00:00
UK,North West,22392,305.0,3719.0,50.7,0.0,2020-04-27T00:00:00
UK,London,26773,298.7,5356.0,59.8,0.0,2020-04-27T00:00:00
