country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,114126,6026.7,0.0,0.0,1712642.0,2021-03-09T00:00:00
UK,North East,185362,6942.6,7534.0,282.2,0.0,2021-03-09T00:00:00
UK,Wales,205975,6532.9,0.0,0.0,2802910.0,2021-03-09T00:00:00
UK,Scotland,207593,3799.8,0.0,0.0,4744906.0,2021-03-09T00:00:00
UK,South West,213775,3800.6,8294.0,147.5,0.0,2021-03-09T00:00:00
UK,East Midlands,312686,6465.9,12405.0,256.5,0.0,2021-03-09T00:00:00
UK,Yorkshire and The Humber,364444,6622.7,13518.0,245.6,0.0,2021-03-09T00:00:00
UK,East of England,376265,6033.7,16213.0,260.0,0.0,2021-03-09T00:00:00
UK,West Midlands,413395,6966.5,16648.0,280.6,0.0,2021-03-09T00:00:00
UK,South East,524850,5717.2,21154.0,230.4,0.0,2021-03-09T00:00:00
UK,North West,585007,7968.8,22455.0,305.9,0.0,2021-03-09T00:00:00
UK,London,702227,7835.6,18735.0,209.0,0.0,2021-03-09T00:00:00
