country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Scotland,0.0,0.0,0.0,0.0,17654557.0,2023-03-04T00:00:00
UK,Wales,897857.0,28327.3,0.0,0.0,0.0,2023-03-04T00:00:00
UK,North East,1039362.0,38771.1,0.0,0.0,23092715.0,2023-03-04T00:00:00
UK,East Midlands,1759488.0,36161.9,0.0,0.0,44834837.0,2023-03-04T00:00:00
UK,South West,1977344.0,34940.7,0.0,0.0,61226254.0,2023-03-04T00:00:00
UK,Yorkshire and The Humber,1987700.0,35967.7,0.0,0.0,46391204.0,2023-03-04T00:00:00
UK,West Midlands,2105889.0,35322.3,0.0,0.0,53763158.0,2023-03-04T00:00:00
UK,East of England,2267216.0,36164.6,0.0,0.0,67094206.0,2023-03-04T00:00:00
UK,North West,2817524.0,38242.8,0.0,0.0,65966191.0,2023-03-04T00:00:00
UK,London,3139556.0,34874.3,0.0,0.0,77580729.0,2023-03-04T00:00:00
UK,South East,3363333.0,36489.5,0.0,0.0,100915096.0,2023-03-04T00:00:00
