country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5169,273.0,0.0,0.0,0.0,2020-05-23T00:00:00
UK,South West,11406,202.8,1771.0,31.5,0.0,2020-05-23T00:00:00
UK,North East,13678,512.3,1962.0,73.5,0.0,2020-05-23T00:00:00
UK,Wales,13883,440.3,0.0,0.0,0.0,2020-05-23T00:00:00
UK,East Midlands,14993,310.0,2514.0,52.0,0.0,2020-05-23T00:00:00
UK,Scotland,17238,315.5,0.0,0.0,0.0,2020-05-23T00:00:00
UK,East of England,20015,321.0,3719.0,59.6,0.0,2020-05-23T00:00:00
UK,West Midlands,21745,366.4,4327.0,72.9,0.0,2020-05-23T00:00:00
UK,Yorkshire and The Humber,21951,398.9,3096.0,56.3,0.0,2020-05-23T00:00:00
UK,South East,29561,322.0,4491.0,48.9,0.0,2020-05-23T00:00:00
UK,London,31868,355.6,6306.0,70.4,0.0,2020-05-23T00:00:00
UK,North West,35271,480.5,5424.0,73.9,0.0,2020-05-23T00:00:00
