country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5697,300.8,0.0,0.0,0.0,2020-07-06T00:00:00
UK,South West,12814,227.8,2071.0,36.8,0.0,2020-07-06T00:00:00
UK,North East,15106,565.8,2354.0,88.2,0.0,2020-07-06T00:00:00
UK,Wales,16722,530.4,0.0,0.0,0.0,2020-07-06T00:00:00
UK,Scotland,18317,335.3,0.0,0.0,0.0,2020-07-06T00:00:00
UK,East Midlands,21583,446.3,3206.0,66.3,0.0,2020-07-06T00:00:00
UK,East of England,23655,379.3,4441.0,71.2,0.0,2020-07-06T00:00:00
UK,West Midlands,25512,429.9,5047.0,85.1,0.0,2020-07-06T00:00:00
UK,Yorkshire and The Humber,29566,537.3,3884.0,70.6,0.0,2020-07-06T00:00:00
UK,London,33998,379.4,6768.0,75.5,0.0,2020-07-06T00:00:00
UK,South East,34015,370.5,5407.0,58.9,0.0,2020-07-06T00:00:00
UK,North West,43080,586.8,6648.0,90.6,0.0,2020-07-06T00:00:00
