country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,51557,2722.6,0.0,0.0,934560.0,2020-11-27T00:00:00
UK,South West,79300,1409.9,3144.0,55.9,0.0,2020-11-27T00:00:00
UK,Wales,80320,2547.5,0.0,0.0,1470863.0,2020-11-27T00:00:00
UK,East of England,85507,1371.2,6054.0,97.1,0.0,2020-11-27T00:00:00
UK,Scotland,94542,1730.5,0.0,0.0,2750366.0,2020-11-27T00:00:00
UK,North East,99300,3719.2,4083.0,152.9,0.0,2020-11-27T00:00:00
UK,South East,134016,1459.8,7593.0,82.7,0.0,2020-11-27T00:00:00
UK,East Midlands,137151,2836.1,5465.0,113.0,0.0,2020-11-27T00:00:00
UK,London,160961,1796.0,8379.0,93.5,0.0,2020-11-27T00:00:00
UK,West Midlands,164626,2774.3,7641.0,128.8,0.0,2020-11-27T00:00:00
UK,Yorkshire and The Humber,212282,3857.6,7284.0,132.4,0.0,2020-11-27T00:00:00
UK,North West,305427,4160.5,12186.0,166.0,0.0,2020-11-27T00:00:00
