country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,22917,1210.2,0.0,0.0,616934.0,2020-10-13T00:00:00
UK,South West,26949,479.1,2367.0,42.1,0.0,2020-10-13T00:00:00
UK,Wales,34797,1103.7,0.0,0.0,968788.0,2020-10-13T00:00:00
UK,East of England,38487,617.2,5099.0,81.8,0.0,2020-10-13T00:00:00
UK,Scotland,44171,808.5,0.0,0.0,1896288.0,2020-10-13T00:00:00
UK,North East,45185,1692.4,2862.0,107.2,0.0,2020-10-13T00:00:00
UK,East Midlands,53325,1102.7,3785.0,78.3,0.0,2020-10-13T00:00:00
UK,South East,53772,585.7,6324.0,68.9,0.0,2020-10-13T00:00:00
UK,West Midlands,59578,1004.0,5807.0,97.9,0.0,2020-10-13T00:00:00
UK,London,67664,755.0,7381.0,82.4,0.0,2020-10-13T00:00:00
UK,Yorkshire and The Humber,83387,1515.3,4659.0,84.7,0.0,2020-10-13T00:00:00
UK,North West,145894,1987.3,8224.0,112.0,0.0,2020-10-13T00:00:00
