country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,875279,27614.9,0.0,0.0,0.0,2022-06-11T00:00:00
UK,North East,954551,35607.4,0.0,0.0,21926766.0,2022-06-11T00:00:00
UK,East Midlands,1604456,32975.6,0.0,0.0,42626006.0,2022-06-11T00:00:00
UK,South West,1768212,31245.2,0.0,0.0,58307924.0,2022-06-11T00:00:00
UK,Yorkshire and The Humber,1825819,33038.4,0.0,0.0,43985908.0,2022-06-11T00:00:00
UK,West Midlands,1928098,32340.2,0.0,0.0,51218873.0,2022-06-11T00:00:00
UK,Scotland,1974418,36121.8,0.0,0.0,16934293.0,2022-06-11T00:00:00
UK,East of England,2057585,32820.7,0.0,0.0,64141597.0,2022-06-11T00:00:00
UK,North West,2593347,35200.0,0.0,0.0,62446342.0,2022-06-11T00:00:00
UK,London,2916614,32397.9,0.0,0.0,74461351.0,2022-06-11T00:00:00
UK,South East,3046264,33049.5,0.0,0.0,96203357.0,2022-06-11T00:00:00
