country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,1830,96.6,0.0,0.0,0.0,2020-04-11T00:00:00
UK,South West,3546,63.0,618.0,11.0,0.0,2020-04-11T00:00:00
UK,North East,4280,160.3,600.0,22.5,0.0,2020-04-11T00:00:00
UK,East Midlands,4307,89.1,838.0,17.3,0.0,2020-04-11T00:00:00
UK,Yorkshire and The Humber,5410,98.3,844.0,15.3,0.0,2020-04-11T00:00:00
UK,Wales,5912,187.5,0.0,0.0,0.0,2020-04-11T00:00:00
UK,Scotland,6158,112.7,0.0,0.0,0.0,2020-04-11T00:00:00
UK,East of England,6328,101.5,1341.0,21.5,0.0,2020-04-11T00:00:00
UK,West Midlands,7762,130.8,1800.0,30.3,0.0,2020-04-11T00:00:00
UK,South East,10089,109.9,1687.0,18.4,0.0,2020-04-11T00:00:00
UK,North West,11669,159.0,1786.0,24.3,0.0,2020-04-11T00:00:00
UK,London,19200,214.2,3556.0,39.7,0.0,2020-04-11T00:00:00
