country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,217988,11500.2,0.0,0.0,3937185.0,2021-09-11T00:00:00
UK,Wales,311728,9835.0,0.0,0.0,5036412.0,2021-09-11T00:00:00
UK,North East,352512,13149.7,0.0,0.0,0.0,2021-09-11T00:00:00
UK,South West,456793,8071.8,0.0,0.0,0.0,2021-09-11T00:00:00
UK,Scotland,509380,9319.1,0.0,0.0,9639770.0,2021-09-11T00:00:00
UK,East Midlands,533937,10973.8,0.0,0.0,0.0,2021-09-11T00:00:00
UK,East of England,597377,9528.8,0.0,0.0,0.0,2021-09-11T00:00:00
UK,Yorkshire and The Humber,671669,12153.9,0.0,0.0,0.0,2021-09-11T00:00:00
UK,West Midlands,674299,11310.1,0.0,0.0,0.0,2021-09-11T00:00:00
UK,South East,854180,9267.2,0.0,0.0,0.0,2021-09-11T00:00:00
UK,North West,990674,13446.6,0.0,0.0,0.0,2021-09-11T00:00:00
UK,London,1035804,11505.8,0.0,0.0,0.0,2021-09-11T00:00:00
