country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,4357,230.1,0.0,0.0,0.0,2020-05-10T00:00:00
UK,South West,9837,174.9,1595.0,28.4,0.0,2020-05-10T00:00:00
UK,East Midlands,11611,240.1,2157.0,44.6,0.0,2020-05-10T00:00:00
UK,Wales,11869,376.4,0.0,0.0,0.0,2020-05-10T00:00:00
UK,North East,11885,445.1,1637.0,61.3,0.0,2020-05-10T00:00:00
UK,Scotland,15293,279.9,0.0,0.0,0.0,2020-05-10T00:00:00
UK,East of England,16862,270.4,3262.0,52.3,0.0,2020-05-10T00:00:00
UK,Yorkshire and The Humber,17723,322.1,2640.0,48.0,0.0,2020-05-10T00:00:00
UK,West Midlands,18767,316.3,3855.0,65.0,0.0,2020-05-10T00:00:00
UK,South East,25465,277.4,3925.0,42.8,0.0,2020-05-10T00:00:00
UK,North West,29565,402.7,4747.0,64.7,0.0,2020-05-10T00:00:00
UK,London,30176,336.7,5987.0,66.8,0.0,2020-05-10T00:00:00
