country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,264737,13966.5,0.0,0.0,4707783.0,2021-10-21T00:00:00
UK,North East,412644,15392.8,0.0,0.0,0.0,2021-10-21T00:00:00
UK,Wales,421370,13294.2,0.0,0.0,6066101.0,2021-10-21T00:00:00
UK,South West,587053,10373.5,0.0,0.0,0.0,2021-10-21T00:00:00
UK,Scotland,623205,11401.5,0.0,0.0,11068865.0,2021-10-21T00:00:00
UK,East Midlands,659846,13561.5,0.0,0.0,0.0,2021-10-21T00:00:00
UK,East of England,734529,11716.5,0.0,0.0,0.0,2021-10-21T00:00:00
UK,Yorkshire and The Humber,806961,14602.1,0.0,0.0,0.0,2021-10-21T00:00:00
UK,West Midlands,815667,13681.3,0.0,0.0,0.0,2021-10-21T00:00:00
UK,South East,1043801,11324.4,0.0,0.0,0.0,2021-10-21T00:00:00
UK,London,1152175,12798.4,0.0,0.0,0.0,2021-10-21T00:00:00
UK,North West,1158053,15718.5,0.0,0.0,0.0,2021-10-21T00:00:00
