country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,9485,500.9,0.0,0.0,444004.0,2020-09-21T00:00:00
UK,South West,16928,301.0,2291.0,40.7,0.0,2020-09-21T00:00:00
UK,Wales,21853,693.1,0.0,0.0,741741.0,2020-09-21T00:00:00
UK,North East,22195,831.3,2607.0,97.6,0.0,2020-09-21T00:00:00
UK,Scotland,25401,464.9,0.0,0.0,1530358.0,2020-09-21T00:00:00
UK,East of England,29852,478.7,4950.0,79.4,0.0,2020-09-21T00:00:00
UK,East Midlands,31204,645.3,3626.0,75.0,0.0,2020-09-21T00:00:00
UK,West Midlands,39434,664.5,5558.0,93.7,0.0,2020-09-21T00:00:00
UK,South East,41708,454.3,6123.0,66.7,0.0,2020-09-21T00:00:00
UK,Yorkshire and The Humber,45648,829.5,4397.0,79.9,0.0,2020-09-21T00:00:00
UK,London,46790,522.1,7163.0,79.9,0.0,2020-09-21T00:00:00
UK,North West,74266,1011.6,7579.0,103.2,0.0,2020-09-21T00:00:00
