country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,49748,2627.1,0.0,0.0,899976.0,2020-11-22T00:00:00
UK,Wales,74664,2368.1,0.0,0.0,1409919.0,2020-11-22T00:00:00
UK,South West,75143,1335.9,3003.0,53.4,0.0,2020-11-22T00:00:00
UK,East of England,79878,1280.9,5907.0,94.7,0.0,2020-11-22T00:00:00
UK,Scotland,89925,1646.0,0.0,0.0,2645080.0,2020-11-22T00:00:00
UK,North East,95325,3570.3,3918.0,146.7,0.0,2020-11-22T00:00:00
UK,South East,123812,1348.7,7337.0,79.9,0.0,2020-11-22T00:00:00
UK,East Midlands,130428,2697.1,5181.0,107.1,0.0,2020-11-22T00:00:00
UK,London,149929,1672.9,8209.0,91.6,0.0,2020-11-22T00:00:00
UK,West Midlands,155191,2615.3,7327.0,123.5,0.0,2020-11-22T00:00:00
UK,Yorkshire and The Humber,204145,3709.7,6887.0,125.2,0.0,2020-11-22T00:00:00
UK,North West,296513,4039.0,11747.0,160.0,0.0,2020-11-22T00:00:00
