country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5804,306.5,0.0,0.0,0.0,2020-07-21T00:00:00
UK,South West,13066,232.3,2121.0,37.7,0.0,2020-07-21T00:00:00
UK,North East,15265,571.7,2396.0,89.7,0.0,2020-07-21T00:00:00
UK,Wales,17070,541.4,0.0,0.0,0.0,2020-07-21T00:00:00
UK,Scotland,18503,338.7,0.0,0.0,0.0,2020-07-21T00:00:00
UK,East Midlands,22874,473.0,3326.0,68.8,0.0,2020-07-21T00:00:00
UK,East of England,24460,392.2,4565.0,73.2,0.0,2020-07-21T00:00:00
UK,West Midlands,26525,447.0,5152.0,86.8,0.0,2020-07-21T00:00:00
UK,Yorkshire and The Humber,31153,566.1,4003.0,72.7,0.0,2020-07-21T00:00:00
UK,London,34876,389.2,6854.0,76.5,0.0,2020-07-21T00:00:00
UK,South East,34946,380.7,5605.0,61.1,0.0,2020-07-21T00:00:00
UK,North West,44783,610.0,6849.0,93.3,0.0,2020-07-21T00:00:00
