country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,697433,36793.9,0.0,0.0,8835696.0,2022-04-10T00:00:00
UK,Wales,869377,27428.7,0.0,0.0,8697305.0,2022-04-10T00:00:00
UK,North East,921032,34357.1,0.0,0.0,21127821.0,2022-04-10T00:00:00
UK,East Midlands,1554157,31941.8,0.0,0.0,41273192.0,2022-04-10T00:00:00
UK,South West,1700907,30055.9,0.0,0.0,56413433.0,2022-04-10T00:00:00
UK,Yorkshire and The Humber,1767317,31979.8,0.0,0.0,42500772.0,2022-04-10T00:00:00
UK,Scotland,1860275,34033.6,0.0,0.0,16408900.0,2022-04-10T00:00:00
UK,West Midlands,1870567,31375.2,0.0,0.0,49580937.0,2022-04-10T00:00:00
UK,East of England,1987050,31695.6,0.0,0.0,62203813.0,2022-04-10T00:00:00
UK,North West,2518206,34180.1,0.0,0.0,60384153.0,2022-04-10T00:00:00
UK,London,2834871,31489.9,0.0,0.0,72208365.0,2022-04-10T00:00:00
UK,South East,2939306,31889.1,0.0,0.0,93154698.0,2022-04-10T00:00:00
