country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,888740,28039.6,0.0,0.0,0.0,2022-10-27T00:00:00
UK,North East,1017513,37956.1,0.0,0.0,22840636.0,2022-10-27T00:00:00
UK,East Midlands,1719179,35333.5,0.0,0.0,44297186.0,2022-10-27T00:00:00
UK,South West,1919678,33921.7,0.0,0.0,60593065.0,2022-10-27T00:00:00
UK,Yorkshire and The Humber,1945672,35207.2,0.0,0.0,45782594.0,2022-10-27T00:00:00
UK,West Midlands,2060403,34559.3,0.0,0.0,53409118.0,2022-10-27T00:00:00
UK,Scotland,2120125,38787.5,0.0,0.0,17503451.0,2022-10-27T00:00:00
UK,East of England,2213736,35311.5,0.0,0.0,66464622.0,2022-10-27T00:00:00
UK,North West,2760885,37474.1,0.0,0.0,65083987.0,2022-10-27T00:00:00
UK,London,3088111,34302.9,0.0,0.0,77097627.0,2022-10-27T00:00:00
UK,South East,3282035,35607.5,0.0,0.0,100008453.0,2022-10-27T00:00:00
