country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Scotland,0.0,0.0,0.0,0.0,17748215.0,2023-07-23T00:00:00
UK,Wales,902543.0,28475.1,0.0,0.0,0.0,2023-07-23T00:00:00
UK,North East,1050226.0,39176.4,0.0,0.0,23194725.0,2023-07-23T00:00:00
UK,East Midlands,1778589.0,36554.5,0.0,0.0,45014850.0,2023-07-23T00:00:00
UK,South West,2000460.0,35349.2,0.0,0.0,61480779.0,2023-07-23T00:00:00
UK,Yorkshire and The Humber,2009258.0,36357.8,0.0,0.0,46698847.0,2023-07-23T00:00:00
UK,West Midlands,2128638.0,35703.8,0.0,0.0,54015227.0,2023-07-23T00:00:00
UK,East of England,2290330.0,36533.3,0.0,0.0,67339572.0,2023-07-23T00:00:00
UK,North West,2847202.0,38645.7,0.0,0.0,66260604.0,2023-07-23T00:00:00
UK,London,3161910.0,35122.6,0.0,0.0,77979001.0,2023-07-23T00:00:00
UK,South East,3401203.0,36900.3,0.0,0.0,101269960.0,2023-07-23T00:00:00
