country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,896746,28292.2,0.0,0.0,0.0,2023-02-15T00:00:00
UK,North East,1035790,38637.9,0.0,0.0,23058288.0,2023-02-15T00:00:00
UK,East Midlands,1754210,36053.4,0.0,0.0,44773835.0,2023-02-15T00:00:00
UK,South West,1971226,34832.6,0.0,0.0,61143307.0,2023-02-15T00:00:00
UK,Yorkshire and The Humber,1981146,35849.1,0.0,0.0,46311022.0,2023-02-15T00:00:00
UK,West Midlands,2100371,35229.7,0.0,0.0,53700718.0,2023-02-15T00:00:00
UK,Scotland,2153317,39394.7,0.0,0.0,17638321.0,2023-02-15T00:00:00
UK,East of England,2260503,36057.5,0.0,0.0,67015088.0,2023-02-15T00:00:00
UK,North West,2809640,38135.8,0.0,0.0,65879955.0,2023-02-15T00:00:00
UK,London,3132556,34796.6,0.0,0.0,77455342.0,2023-02-15T00:00:00
UK,South East,3352542,36372.4,0.0,0.0,100807127.0,2023-02-15T00:00:00
