country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,903807.0,28515.0,0.0,0.0,0.0,2023-08-27T00:00:00
UK,North East,1051795.0,39234.9,0.0,0.0,23205092.0,2023-08-27T00:00:00
UK,East Midlands,1781405.0,36612.4,0.0,0.0,45041231.0,2023-08-27T00:00:00
UK,South West,2004284.0,35416.7,0.0,0.0,61505410.0,2023-08-27T00:00:00
UK,Yorkshire and The Humber,2012296.0,36412.7,0.0,0.0,46862194.0,2023-08-27T00:00:00
UK,West Midlands,2131797.0,35756.8,0.0,0.0,54039205.0,2023-08-27T00:00:00
UK,Scotland,2182420.0,39927.2,0.0,0.0,17767449.0,2023-08-27T00:00:00
UK,East of England,2293348.0,36581.4,0.0,0.0,67359198.0,2023-08-27T00:00:00
UK,North West,2851377.0,38702.3,0.0,0.0,66288420.0,2023-08-27T00:00:00
UK,London,3165511.0,35162.6,0.0,0.0,78024393.0,2023-08-27T00:00:00
UK,South East,3406316.0,36955.8,0.0,0.0,101301533.0,2023-08-27T00:00:00
