country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,884099,27893.2,0.0,0.0,0.0,2022-08-29T00:00:00
UK,North East,999551,37286.1,0.0,0.0,22653389.0,2022-08-29T00:00:00
UK,East Midlands,1683961,34609.6,0.0,0.0,43910923.0,2022-08-29T00:00:00
UK,South West,1877317,33173.2,0.0,0.0,60091400.0,2022-08-29T00:00:00
UK,Yorkshire and The Humber,1910158,34564.5,0.0,0.0,45364658.0,2022-08-29T00:00:00
UK,West Midlands,2023235,33935.9,0.0,0.0,52925786.0,2022-08-29T00:00:00
UK,Scotland,2092119,38275.1,0.0,0.0,17403575.0,2022-08-29T00:00:00
UK,East of England,2171825,34643.0,0.0,0.0,65936177.0,2022-08-29T00:00:00
UK,North West,2719024,36905.9,0.0,0.0,64511776.0,2022-08-29T00:00:00
UK,London,3052622,33908.6,0.0,0.0,76458707.0,2022-08-29T00:00:00
UK,South East,3217903,34911.7,0.0,0.0,99188473.0,2022-08-29T00:00:00
