country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,18240,963.2,0.0,0.0,572124.0,2020-10-08T00:00:00
UK,South West,23459,417.1,2345.0,41.7,0.0,2020-10-08T00:00:00
UK,Wales,31036,984.4,0.0,0.0,917245.0,2020-10-08T00:00:00
UK,East of England,35780,573.8,5060.0,81.1,0.0,2020-10-08T00:00:00
UK,Scotland,38390,702.7,0.0,0.0,1803883.0,2020-10-08T00:00:00
UK,North East,39551,1481.3,2790.0,104.5,0.0,2020-10-08T00:00:00
UK,East Midlands,46313,957.7,3732.0,77.2,0.0,2020-10-08T00:00:00
UK,South East,50063,545.3,6276.0,68.4,0.0,2020-10-08T00:00:00
UK,West Midlands,53564,902.7,5753.0,96.9,0.0,2020-10-08T00:00:00
UK,London,61713,688.6,7331.0,81.8,0.0,2020-10-08T00:00:00
UK,Yorkshire and The Humber,72709,1321.3,4565.0,83.0,0.0,2020-10-08T00:00:00
UK,North West,127249,1733.4,8021.0,109.3,0.0,2020-10-08T00:00:00
