country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,907195,28621.9,0.0,0.0,0.0,2023-11-27T00:00:00
UK,North East,1058263,39476.2,0.0,0.0,0.0,2023-11-27T00:00:00
UK,East Midlands,1793203,36854.8,0.0,0.0,0.0,2023-11-27T00:00:00
UK,South West,2017953,35658.3,0.0,0.0,0.0,2023-11-27T00:00:00
UK,Yorkshire and The Humber,2024358,36631.0,0.0,0.0,0.0,2023-11-27T00:00:00
UK,West Midlands,2145421,35985.3,0.0,0.0,0.0,2023-11-27T00:00:00
UK,East of England,2306401,36789.6,0.0,0.0,0.0,2023-11-27T00:00:00
UK,North West,2867595,38922.5,0.0,0.0,0.0,2023-11-27T00:00:00
UK,London,3179290,35315.7,0.0,0.0,0.0,2023-11-27T00:00:00
UK,South East,3426741,37177.4,0.0,0.0,0.0,2023-11-27T00:00:00
