country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Scotland,0.0,0.0,0.0,0.0,17740782.0,2023-07-08T00:00:00
UK,Wales,902341.0,28468.7,0.0,0.0,0.0,2023-07-08T00:00:00
UK,North East,1049952.0,39166.2,0.0,0.0,23191226.0,2023-07-08T00:00:00
UK,East Midlands,1778063.0,36543.7,0.0,0.0,45008823.0,2023-07-08T00:00:00
UK,South West,1999569.0,35333.4,0.0,0.0,61471724.0,2023-07-08T00:00:00
UK,Yorkshire and The Humber,2008663.0,36347.0,0.0,0.0,46686593.0,2023-07-08T00:00:00
UK,West Midlands,2127905.0,35691.6,0.0,0.0,54007112.0,2023-07-08T00:00:00
UK,East of England,2289696.0,36523.2,0.0,0.0,67332282.0,2023-07-08T00:00:00
UK,North West,2846347.0,38634.1,0.0,0.0,66250193.0,2023-07-08T00:00:00
UK,London,3161083.0,35113.4,0.0,0.0,77959663.0,2023-07-08T00:00:00
UK,South East,3400164.0,36889.1,0.0,0.0,101258368.0,2023-07-08T00:00:00
