country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,906095,28587.2,0.0,0.0,0.0,2023-10-15T00:00:00
UK,North East,1056646,39415.9,0.0,0.0,0.0,2023-10-15T00:00:00
UK,East Midlands,1790046,36790.0,0.0,0.0,0.0,2023-10-15T00:00:00
UK,South West,2014692,35600.7,0.0,0.0,0.0,2023-10-15T00:00:00
UK,Yorkshire and The Humber,2021313,36575.9,0.0,0.0,0.0,2023-10-15T00:00:00
UK,West Midlands,2141899,35926.3,0.0,0.0,0.0,2023-10-15T00:00:00
UK,East of England,2302438,36726.4,0.0,0.0,0.0,2023-10-15T00:00:00
UK,North West,2863239,38863.3,0.0,0.0,0.0,2023-10-15T00:00:00
UK,London,3174920,35267.1,0.0,0.0,0.0,2023-10-15T00:00:00
UK,South East,3421026,37115.4,0.0,0.0,0.0,2023-10-15T00:00:00
