country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5868,309.9,0.0,0.0,0.0,2020-07-28T00:00:00
UK,South West,13280,236.1,2134.0,37.9,0.0,2020-07-28T00:00:00
UK,North East,15321,573.8,2416.0,90.5,0.0,2020-07-28T00:00:00
UK,Wales,17265,547.6,0.0,0.0,0.0,2020-07-28T00:00:00
UK,Scotland,18598,340.4,0.0,0.0,0.0,2020-07-28T00:00:00
UK,East Midlands,23390,483.7,3371.0,69.7,0.0,2020-07-28T00:00:00
UK,East of England,24818,398.0,4608.0,73.9,0.0,2020-07-28T00:00:00
UK,West Midlands,27070,456.2,5209.0,87.8,0.0,2020-07-28T00:00:00
UK,Yorkshire and The Humber,31944,580.5,4054.0,73.7,0.0,2020-07-28T00:00:00
UK,South East,35396,385.6,5675.0,61.8,0.0,2020-07-28T00:00:00
UK,London,35430,395.3,6890.0,76.9,0.0,2020-07-28T00:00:00
UK,North West,46014,626.8,6928.0,94.4,0.0,2020-07-28T00:00:00
