country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,156208,8240.9,0.0,0.0,3138508.0,2021-07-30T00:00:00
UK,Wales,242486,7650.4,0.0,0.0,4390966.0,2021-07-30T00:00:00
UK,North East,299263,11163.4,0.0,0.0,0.0,2021-07-30T00:00:00
UK,South West,331390,5855.8,0.0,0.0,0.0,2021-07-30T00:00:00
UK,Scotland,346290,6335.3,0.0,0.0,8042708.0,2021-07-30T00:00:00
UK,East Midlands,427196,8780.0,0.0,0.0,0.0,2021-07-30T00:00:00
UK,East of England,491684,7842.9,0.0,0.0,0.0,2021-07-30T00:00:00
UK,Yorkshire and The Humber,548375,9922.9,0.0,0.0,0.0,2021-07-30T00:00:00
UK,West Midlands,557636,9353.3,0.0,0.0,0.0,2021-07-30T00:00:00
UK,South East,694167,7531.2,0.0,0.0,0.0,2021-07-30T00:00:00
UK,North West,846211,11485.8,0.0,0.0,0.0,2021-07-30T00:00:00
UK,London,894441,9935.5,0.0,0.0,0.0,2021-07-30T00:00:00
