country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,905562,28570.4,0.0,0.0,0.0,2023-10-04T00:00:00
UK,North East,1055619,39377.6,0.0,0.0,0.0,2023-10-04T00:00:00
UK,East Midlands,1787955,36747.0,0.0,0.0,0.0,2023-10-04T00:00:00
UK,South West,2012344,35559.2,0.0,0.0,0.0,2023-10-04T00:00:00
UK,Yorkshire and The Humber,2019262,36538.8,0.0,0.0,0.0,2023-10-04T00:00:00
UK,West Midlands,2139700,35889.4,0.0,0.0,0.0,2023-10-04T00:00:00
UK,East of England,2300438,36694.5,0.0,0.0,0.0,2023-10-04T00:00:00
UK,North West,2860499,38826.1,0.0,0.0,0.0,2023-10-04T00:00:00
UK,London,3173008,35245.9,0.0,0.0,0.0,2023-10-04T00:00:00
UK,South East,3417959,37082.1,0.0,0.0,0.0,2023-10-04T00:00:00
