country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,326103,17204.0,0.0,0.0,5524773.0,2021-12-03T00:00:00
UK,North East,479866,17900.4,0.0,0.0,15355988.0,2021-12-03T00:00:00
UK,Wales,522583,16487.4,0.0,0.0,6969976.0,2021-12-03T00:00:00
UK,Scotland,742794,13589.4,0.0,0.0,12514405.0,2021-12-03T00:00:00
UK,South West,766737,13548.6,0.0,0.0,39655899.0,2021-12-03T00:00:00
UK,East Midlands,788933,16214.6,0.0,0.0,29643169.0,2021-12-03T00:00:00
UK,East of England,907818,14480.7,0.0,0.0,43710395.0,2021-12-03T00:00:00
UK,Yorkshire and The Humber,934810,16915.5,0.0,0.0,31002801.0,2021-12-03T00:00:00
UK,West Midlands,958648,16079.5,0.0,0.0,35830068.0,2021-12-03T00:00:00
UK,London,1327929,14750.7,0.0,0.0,51182165.0,2021-12-03T00:00:00
UK,North West,1328447,18031.3,0.0,0.0,44113938.0,2021-12-03T00:00:00
UK,South East,1328626,14414.5,0.0,0.0,64575388.0,2021-12-03T00:00:00
