country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,200,10.6,0.0,0.0,0.0,2020-03-23T00:00:00
UK,North East,222,8.3,19.0,0.7,0.0,2020-03-23T00:00:00
UK,South West,451,8.0,39.0,0.7,0.0,2020-03-23T00:00:00
UK,Yorkshire and The Humber,645,11.7,22.0,0.4,0.0,2020-03-23T00:00:00
UK,Wales,666,21.1,0.0,0.0,0.0,2020-03-23T00:00:00
UK,East Midlands,681,14.1,43.0,0.9,0.0,2020-03-23T00:00:00
UK,Scotland,726,13.3,0.0,0.0,0.0,2020-03-23T00:00:00
UK,East of England,797,12.8,54.0,0.9,0.0,2020-03-23T00:00:00
UK,North West,1003,13.7,88.0,1.2,0.0,2020-03-23T00:00:00
UK,West Midlands,1216,20.5,136.0,2.3,0.0,2020-03-23T00:00:00
UK,South East,1532,16.7,137.0,1.5,0.0,2020-03-23T00:00:00
UK,London,4205,46.9,329.0,3.7,0.0,2020-03-23T00:00:00
