country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,898821.0,28357.7,0.0,0.0,0.0,2023-03-14T00:00:00
UK,North East,1041496.0,38850.7,0.0,0.0,23110585.0,2023-03-14T00:00:00
UK,East Midlands,1763059.0,36235.3,0.0,0.0,44867426.0,2023-03-14T00:00:00
UK,South West,1981785.0,35019.2,0.0,0.0,61272469.0,2023-03-14T00:00:00
UK,Yorkshire and The Humber,1992178.0,36048.7,0.0,0.0,46433120.0,2023-03-14T00:00:00
UK,West Midlands,2109861.0,35388.9,0.0,0.0,53798781.0,2023-03-14T00:00:00
UK,East of England,2271767.0,36237.2,0.0,0.0,67135753.0,2023-03-14T00:00:00
UK,North West,2823525.0,38324.3,0.0,0.0,66010552.0,2023-03-14T00:00:00
UK,London,3143927.0,34922.9,0.0,0.0,77635079.0,2023-03-14T00:00:00
UK,South East,3370786.0,36570.3,0.0,0.0,100976448.0,2023-03-14T00:00:00
