country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,North East,0.0,0.0,0.0,0.0,23180962.0,2023-06-07T00:00:00
UK,North West,0.0,0.0,0.0,0.0,66224081.0,2023-06-07T00:00:00
UK,Yorkshire and The Humber,0.0,0.0,0.0,0.0,46642119.0,2023-06-07T00:00:00
UK,East Midlands,0.0,0.0,0.0,0.0,44992577.0,2023-06-07T00:00:00
UK,West Midlands,0.0,0.0,0.0,0.0,53988150.0,2023-06-07T00:00:00
UK,East of England,0.0,0.0,0.0,0.0,67312628.0,2023-06-07T00:00:00
UK,London,0.0,0.0,0.0,0.0,77907487.0,2023-06-07T00:00:00
UK,South East,0.0,0.0,0.0,0.0,101228267.0,2023-06-07T00:00:00
UK,South West,0.0,0.0,0.0,0.0,61451628.0,2023-06-07T00:00:00
UK,Wales,901998.0,28457.9,0.0,0.0,0.0,2023-06-07T00:00:00
