country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,84862,4481.4,0.0,0.0,1251622.0,2021-01-06T00:00:00
UK,North East,138518,5188.1,5330.0,199.6,0.0,2021-01-06T00:00:00
UK,South West,141220,2510.7,4501.0,80.0,0.0,2021-01-06T00:00:00
UK,Scotland,146275,2677.4,0.0,0.0,3525014.0,2021-01-06T00:00:00
UK,Wales,168637,5348.7,0.0,0.0,2094345.0,2021-01-06T00:00:00
UK,East Midlands,213094,4406.5,7811.0,161.5,0.0,2021-01-06T00:00:00
UK,East of England,254511,4081.3,8763.0,140.5,0.0,2021-01-06T00:00:00
UK,West Midlands,271693,4578.6,10397.0,175.2,0.0,2021-01-06T00:00:00
UK,Yorkshire and The Humber,277695,5046.3,9778.0,177.7,0.0,2021-01-06T00:00:00
UK,South East,362706,3951.0,11595.0,126.3,0.0,2021-01-06T00:00:00
UK,North West,421395,5740.1,15441.0,210.3,0.0,2021-01-06T00:00:00
UK,London,495145,5524.9,11487.0,128.2,0.0,2021-01-06T00:00:00
