country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,315296.0,16633.8,0.0,0.0,5367017.0,2021-11-27T00:00:00
UK,North East,470505.0,17551.2,0.0,0.0,0.0,2021-11-27T00:00:00
UK,Wales,507905.0,16024.3,0.0,0.0,6820015.0,2021-11-27T00:00:00
UK,Scotland,725049.0,13264.7,0.0,0.0,12330793.0,2021-11-27T00:00:00
UK,South West,737456.0,13031.2,0.0,0.0,0.0,2021-11-27T00:00:00
UK,East Midlands,767058.0,15765.0,0.0,0.0,0.0,2021-11-27T00:00:00
UK,East of England,876644.0,13983.4,0.0,0.0,0.0,2021-11-27T00:00:00
UK,Yorkshire and The Humber,916474.0,16583.7,0.0,0.0,0.0,2021-11-27T00:00:00
UK,West Midlands,935915.0,15698.2,0.0,0.0,0.0,2021-11-27T00:00:00
UK,South East,1274055.0,13822.5,0.0,0.0,0.0,2021-11-27T00:00:00
UK,London,1290769.0,14337.9,0.0,0.0,0.0,2021-11-27T00:00:00
UK,North West,1301391.0,17664.0,0.0,0.0,0.0,2021-11-27T00:00:00
