country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,349513,18439.0,0.0,0.0,5992979.0,2021-12-18T00:00:00
UK,North East,503559,18784.2,0.0,0.0,16011258.0,2021-12-18T00:00:00
UK,Wales,562269,17739.5,0.0,0.0,7290725.0,2021-12-18T00:00:00
UK,Scotland,808763,14796.2,0.0,0.0,13170947.0,2021-12-18T00:00:00
UK,South West,838133,14810.2,0.0,0.0,41707897.0,2021-12-18T00:00:00
UK,East Midlands,854142,17554.8,0.0,0.0,31075496.0,2021-12-18T00:00:00
UK,Yorkshire and The Humber,985934,17840.6,0.0,0.0,32362808.0,2021-12-18T00:00:00
UK,East of England,1013758,16170.6,0.0,0.0,46148012.0,2021-12-18T00:00:00
UK,West Midlands,1025326,17197.9,0.0,0.0,37495579.0,2021-12-18T00:00:00
UK,North West,1417994,19246.7,0.0,0.0,46155069.0,2021-12-18T00:00:00
UK,South East,1488106,16144.8,0.0,0.0,68315427.0,2021-12-18T00:00:00
UK,London,1553957,17261.4,0.0,0.0,54377816.0,2021-12-18T00:00:00
