country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,132398,6991.6,0.0,0.0,2870409.0,2021-07-10T00:00:00
UK,Wales,226585,7186.6,0.0,0.0,4094100.0,2021-07-10T00:00:00
UK,North East,249659,9350.7,0.0,0.0,0.0,2021-07-10T00:00:00
UK,South West,266484,4737.7,0.0,0.0,0.0,2021-07-10T00:00:00
UK,Scotland,316127,5786.4,0.0,0.0,7542566.0,2021-07-10T00:00:00
UK,East Midlands,372113,7694.8,0.0,0.0,0.0,2021-07-10T00:00:00
UK,East of England,430281,6899.9,0.0,0.0,0.0,2021-07-10T00:00:00
UK,Yorkshire and The Humber,470907,8557.3,0.0,0.0,0.0,2021-07-10T00:00:00
UK,West Midlands,488835,8237.8,0.0,0.0,0.0,2021-07-10T00:00:00
UK,South East,607063,6612.8,0.0,0.0,0.0,2021-07-10T00:00:00
UK,North West,752771,10254.1,0.0,0.0,0.0,2021-07-10T00:00:00
UK,London,802377,8953.1,0.0,0.0,0.0,2021-07-10T00:00:00
