country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,471509,24875.0,0.0,0.0,7033113.0,2022-01-14T00:00:00
UK,North East,676965,25252.7,0.0,0.0,18054336.0,2022-01-14T00:00:00
UK,Wales,744085,23475.8,0.0,0.0,7966047.0,2022-01-14T00:00:00
UK,South West,1069440,18897.6,0.0,0.0,46808236.0,2022-01-14T00:00:00
UK,Scotland,1094277,20019.7,0.0,0.0,14592984.0,2022-01-14T00:00:00
UK,East Midlands,1115254,22921.3,0.0,0.0,35014051.0,2022-01-14T00:00:00
UK,Yorkshire and The Humber,1300522,23533.1,0.0,0.0,36337467.0,2022-01-14T00:00:00
UK,West Midlands,1345539,22568.9,0.0,0.0,42159746.0,2022-01-14T00:00:00
UK,East of England,1346873,21484.1,0.0,0.0,52290162.0,2022-01-14T00:00:00
UK,North West,1906888,25882.6,0.0,0.0,52024388.0,2022-01-14T00:00:00
UK,South East,1938653,21032.8,0.0,0.0,77542802.0,2022-01-14T00:00:00
UK,London,2094063,23260.9,0.0,0.0,61736359.0,2022-01-14T00:00:00
