country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,3250,171.6,0.0,0.0,0.0,2020-04-26T00:00:00
UK,South West,6864,122.0,1214.0,21.6,0.0,2020-04-26T00:00:00
UK,East Midlands,7880,162.9,1594.0,33.0,0.0,2020-04-26T00:00:00
UK,North East,8497,318.2,1189.0,44.5,0.0,2020-04-26T00:00:00
UK,Wales,9689,307.3,0.0,0.0,0.0,2020-04-26T00:00:00
UK,Scotland,11148,204.1,0.0,0.0,0.0,2020-04-26T00:00:00
UK,Yorkshire and The Humber,11489,208.8,1849.0,33.6,0.0,2020-04-26T00:00:00
UK,East of England,11733,188.1,2512.0,40.3,0.0,2020-04-26T00:00:00
UK,West Midlands,14039,236.6,3094.0,52.1,0.0,2020-04-26T00:00:00
UK,South East,18880,205.7,3125.0,34.0,0.0,2020-04-26T00:00:00
UK,North West,21771,296.6,3626.0,49.4,0.0,2020-04-26T00:00:00
UK,London,26354,294.1,5297.0,59.1,0.0,2020-04-26T00:00:00
