country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,51902,2740.8,0.0,0.0,939361.0,2020-11-28T00:00:00
UK,South West,79803,1418.8,3179.0,56.5,0.0,2020-11-28T00:00:00
UK,Wales,81164,2574.3,0.0,0.0,1485249.0,2020-11-28T00:00:00
UK,East of England,86313,1384.1,6088.0,97.6,0.0,2020-11-28T00:00:00
UK,Scotland,95114,1741.0,0.0,0.0,2765771.0,2020-11-28T00:00:00
UK,North East,99793,3737.6,4112.0,154.0,0.0,2020-11-28T00:00:00
UK,South East,135474,1475.7,7635.0,83.2,0.0,2020-11-28T00:00:00
UK,East Midlands,138025,2854.2,5525.0,114.2,0.0,2020-11-28T00:00:00
UK,London,162598,1814.3,8419.0,93.9,0.0,2020-11-28T00:00:00
UK,West Midlands,165761,2793.4,7702.0,129.8,0.0,2020-11-28T00:00:00
UK,Yorkshire and The Humber,213379,3877.5,7360.0,133.7,0.0,2020-11-28T00:00:00
UK,North West,306568,4176.0,12258.0,167.0,0.0,2020-11-28T00:00:00
