country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,241,12.7,0.0,0.0,0.0,2020-03-24T00:00:00
UK,North East,298,11.2,20.0,0.7,0.0,2020-03-24T00:00:00
UK,South West,519,9.2,45.0,0.8,0.0,2020-03-24T00:00:00
UK,Yorkshire and The Humber,802,14.6,29.0,0.5,0.0,2020-03-24T00:00:00
UK,Wales,807,25.6,0.0,0.0,0.0,2020-03-24T00:00:00
UK,East Midlands,816,16.9,57.0,1.2,0.0,2020-03-24T00:00:00
UK,Scotland,893,16.3,0.0,0.0,0.0,2020-03-24T00:00:00
UK,East of England,962,15.4,76.0,1.2,0.0,2020-03-24T00:00:00
UK,North West,1258,17.1,110.0,1.5,0.0,2020-03-24T00:00:00
UK,West Midlands,1466,24.7,161.0,2.7,0.0,2020-03-24T00:00:00
UK,South East,1768,19.3,167.0,1.8,0.0,2020-03-24T00:00:00
UK,London,4838,54.0,417.0,4.7,0.0,2020-03-24T00:00:00
