country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,10672,563.6,0.0,0.0,479151.0,2020-09-26T00:00:00
UK,South West,17804,316.5,2302.0,40.9,0.0,2020-09-26T00:00:00
UK,Wales,23714,752.1,0.0,0.0,796230.0,2020-09-26T00:00:00
UK,North East,25488,954.6,2642.0,99.0,0.0,2020-09-26T00:00:00
UK,Scotland,28199,516.2,0.0,0.0,1609677.0,2020-09-26T00:00:00
UK,East of England,30869,495.0,4974.0,79.8,0.0,2020-09-26T00:00:00
UK,East Midlands,32753,677.3,3652.0,75.5,0.0,2020-09-26T00:00:00
UK,West Midlands,42582,717.6,5617.0,94.7,0.0,2020-09-26T00:00:00
UK,South East,43040,468.8,6164.0,67.1,0.0,2020-09-26T00:00:00
UK,Yorkshire and The Humber,49631,901.9,4436.0,80.6,0.0,2020-09-26T00:00:00
UK,London,49716,554.7,7201.0,80.4,0.0,2020-09-26T00:00:00
UK,North West,84839,1155.7,7688.0,104.7,0.0,2020-09-26T00:00:00
