country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,906742,28607.6,0.0,0.0,0.0,2023-11-05T00:00:00
UK,North East,1057758,39457.3,0.0,0.0,0.0,2023-11-05T00:00:00
UK,East Midlands,1792113,36832.4,0.0,0.0,0.0,2023-11-05T00:00:00
UK,South West,2016843,35638.7,0.0,0.0,0.0,2023-11-05T00:00:00
UK,Yorkshire and The Humber,2023397,36613.6,0.0,0.0,0.0,2023-11-05T00:00:00
UK,West Midlands,2144130,35963.7,0.0,0.0,0.0,2023-11-05T00:00:00
UK,East of England,2304781,36763.8,0.0,0.0,0.0,2023-11-05T00:00:00
UK,North West,2866053,38901.5,0.0,0.0,0.0,2023-11-05T00:00:00
UK,London,3177201,35292.5,0.0,0.0,0.0,2023-11-05T00:00:00
UK,South East,3424501,37153.1,0.0,0.0,0.0,2023-11-05T00:00:00
