country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,878922,27729.9,0.0,0.0,0.0,2022-07-05T00:00:00
UK,North East,974414,36348.4,0.0,0.0,22217732.0,2022-07-05T00:00:00
UK,East Midlands,1637749,33659.9,0.0,0.0,43072095.0,2022-07-05T00:00:00
UK,South West,1818323,32130.7,0.0,0.0,58934766.0,2022-07-05T00:00:00
UK,Yorkshire and The Humber,1861252,33679.6,0.0,0.0,44461793.0,2022-07-05T00:00:00
UK,West Midlands,1967317,32998.0,0.0,0.0,51798415.0,2022-07-05T00:00:00
UK,Scotland,2035309,37235.8,0.0,0.0,17110218.0,2022-07-05T00:00:00
UK,East of England,2107830,33622.2,0.0,0.0,64758744.0,2022-07-05T00:00:00
UK,North West,2646084,35915.8,0.0,0.0,63159730.0,2022-07-05T00:00:00
UK,London,2979780,33099.5,0.0,0.0,75217873.0,2022-07-05T00:00:00
UK,South East,3125408,33908.2,0.0,0.0,97291713.0,2022-07-05T00:00:00
