country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,887996,28016.2,0.0,0.0,0.0,2022-10-18T00:00:00
UK,North East,1015072,37865.0,0.0,0.0,22816249.0,2022-10-18T00:00:00
UK,East Midlands,1714309,35233.4,0.0,0.0,44249244.0,2022-10-18T00:00:00
UK,South West,1913792,33817.7,0.0,0.0,60524433.0,2022-10-18T00:00:00
UK,Yorkshire and The Humber,1941043,35123.4,0.0,0.0,45729322.0,2022-10-18T00:00:00
UK,West Midlands,2055300,34473.7,0.0,0.0,53346248.0,2022-10-18T00:00:00
UK,Scotland,2116135,38714.5,0.0,0.0,17493153.0,2022-10-18T00:00:00
UK,East of England,2208041,35220.7,0.0,0.0,66390727.0,2022-10-18T00:00:00
UK,North West,2754980,37393.9,0.0,0.0,65018306.0,2022-10-18T00:00:00
UK,London,3082979,34245.9,0.0,0.0,77014237.0,2022-10-18T00:00:00
UK,South East,3273469,35514.5,0.0,0.0,99896774.0,2022-10-18T00:00:00
