country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5300,279.9,0.0,0.0,0.0,2020-05-27T00:00:00
UK,South West,11711,208.2,1819.0,32.3,0.0,2020-05-27T00:00:00
UK,North East,14029,525.4,2029.0,76.0,0.0,2020-05-27T00:00:00
UK,Wales,14290,453.2,0.0,0.0,0.0,2020-05-27T00:00:00
UK,East Midlands,15687,324.4,2605.0,53.9,0.0,2020-05-27T00:00:00
UK,Scotland,17532,320.9,0.0,0.0,0.0,2020-05-27T00:00:00
UK,East of England,20565,329.8,3838.0,61.5,0.0,2020-05-27T00:00:00
UK,West Midlands,22361,376.8,4434.0,74.7,0.0,2020-05-27T00:00:00
UK,Yorkshire and The Humber,22895,416.0,3218.0,58.5,0.0,2020-05-27T00:00:00
UK,South East,30279,329.8,4616.0,50.3,0.0,2020-05-27T00:00:00
UK,London,32126,358.5,6371.0,71.1,0.0,2020-05-27T00:00:00
UK,North West,36406,495.9,5594.0,76.2,0.0,2020-05-27T00:00:00
