country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,901100.0,28429.6,0.0,0.0,0.0,2023-04-23T00:00:00
UK,North East,1047214.0,39064.0,0.0,0.0,23157536.0,2023-04-23T00:00:00
UK,East Midlands,1772616.0,36431.7,0.0,0.0,44956259.0,2023-04-23T00:00:00
UK,South West,1993004.0,35217.4,0.0,0.0,61396420.0,2023-04-23T00:00:00
UK,Yorkshire and The Humber,2003285.0,36249.7,0.0,0.0,46574668.0,2023-04-23T00:00:00
UK,West Midlands,2121780.0,35588.8,0.0,0.0,53932362.0,2023-04-23T00:00:00
UK,East of England,2283115.0,36418.2,0.0,0.0,67260558.0,2023-04-23T00:00:00
UK,North West,2839155.0,38536.4,0.0,0.0,66160448.0,2023-04-23T00:00:00
UK,London,3153909.0,35033.7,0.0,0.0,77807554.0,2023-04-23T00:00:00
UK,South East,3389275.0,36770.9,0.0,0.0,101148479.0,2023-04-23T00:00:00
