country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,883696,27880.5,0.0,0.0,0.0,2022-08-19T00:00:00
UK,North East,997768,37219.6,0.0,0.0,22597117.0,2022-08-19T00:00:00
UK,East Midlands,1680871,34546.1,0.0,0.0,43790398.0,2022-08-19T00:00:00
UK,South West,1873639,33108.2,0.0,0.0,59936706.0,2022-08-19T00:00:00
UK,Yorkshire and The Humber,1908037,34526.2,0.0,0.0,45238189.0,2022-08-19T00:00:00
UK,West Midlands,2019525,33873.7,0.0,0.0,52763515.0,2022-08-19T00:00:00
UK,Scotland,2086797,38177.8,0.0,0.0,17361037.0,2022-08-19T00:00:00
UK,East of England,2167889,34580.2,0.0,0.0,65773237.0,2022-08-19T00:00:00
UK,North West,2714669,36846.8,0.0,0.0,64301667.0,2022-08-19T00:00:00
UK,London,3048569,33863.6,0.0,0.0,76258275.0,2022-08-19T00:00:00
UK,South East,3211893,34846.5,0.0,0.0,98923942.0,2022-08-19T00:00:00
