country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,897125,28304.2,0.0,0.0,0.0,2023-02-21T00:00:00
UK,North East,1037015,38683.6,0.0,0.0,23070528.0,2023-02-21T00:00:00
UK,East Midlands,1756206,36094.5,0.0,0.0,44796401.0,2023-02-21T00:00:00
UK,South West,1973409,34871.2,0.0,0.0,61173344.0,2023-02-21T00:00:00
UK,Yorkshire and The Humber,1983613,35893.7,0.0,0.0,46340592.0,2023-02-21T00:00:00
UK,West Midlands,2102436,35264.4,0.0,0.0,53724532.0,2023-02-21T00:00:00
UK,Scotland,2154766,39421.3,0.0,0.0,17644078.0,2023-02-21T00:00:00
UK,East of England,2263171,36100.1,0.0,0.0,67045207.0,2023-02-21T00:00:00
UK,North West,2812466,38174.2,0.0,0.0,65914320.0,2023-02-21T00:00:00
UK,London,3135356,34827.7,0.0,0.0,77511096.0,2023-02-21T00:00:00
UK,South East,3356814,36418.8,0.0,0.0,100848526.0,2023-02-21T00:00:00
