country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Scotland,0.0,0.0,0.0,0.0,17755375.0,2023-08-06T00:00:00
UK,Wales,902939.0,28487.6,0.0,0.0,0.0,2023-08-06T00:00:00
UK,North East,1050691.0,39193.7,0.0,0.0,23197760.0,2023-08-06T00:00:00
UK,East Midlands,1779518.0,36573.6,0.0,0.0,45030564.0,2023-08-06T00:00:00
UK,South West,2001721.0,35371.5,0.0,0.0,61488694.0,2023-08-06T00:00:00
UK,Yorkshire and The Humber,2010231.0,36375.4,0.0,0.0,46843414.0,2023-08-06T00:00:00
UK,West Midlands,2129757.0,35722.6,0.0,0.0,54025301.0,2023-08-06T00:00:00
UK,East of England,2291285.0,36548.5,0.0,0.0,67346372.0,2023-08-06T00:00:00
UK,North West,2848636.0,38665.1,0.0,0.0,66270187.0,2023-08-06T00:00:00
UK,London,3162984.0,35134.6,0.0,0.0,77993734.0,2023-08-06T00:00:00
UK,South East,3402833.0,36918.0,0.0,0.0,101280241.0,2023-08-06T00:00:00
