country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,43063,2274.1,0.0,0.0,806237.0,2020-11-08T00:00:00
UK,South West,56950,1012.5,2647.0,47.1,0.0,2020-11-08T00:00:00
UK,East of England,62379,1000.3,5547.0,89.0,0.0,2020-11-08T00:00:00
UK,Wales,62675,1987.9,0.0,0.0,1255816.0,2020-11-08T00:00:00
UK,Scotland,75172,1375.9,0.0,0.0,2373146.0,2020-11-08T00:00:00
UK,North East,76838,2877.9,3450.0,129.2,0.0,2020-11-08T00:00:00
UK,South East,92615,1008.9,6804.0,74.1,0.0,2020-11-08T00:00:00
UK,East Midlands,103106,2132.1,4484.0,92.7,0.0,2020-11-08T00:00:00
UK,London,116666,1301.8,7824.0,87.3,0.0,2020-11-08T00:00:00
UK,West Midlands,116796,1968.2,6544.0,110.3,0.0,2020-11-08T00:00:00
UK,Yorkshire and The Humber,165660,3010.4,5836.0,106.1,0.0,2020-11-08T00:00:00
UK,North West,256919,3499.7,10331.0,140.7,0.0,2020-11-08T00:00:00
