country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,19086,1007.9,0.0,0.0,582315.0,2020-10-09T00:00:00
UK,South West,24216,430.5,2351.0,41.8,0.0,2020-10-09T00:00:00
UK,Wales,31818,1009.2,0.0,0.0,927102.0,2020-10-09T00:00:00
UK,East of England,36345,582.8,5068.0,81.3,0.0,2020-10-09T00:00:00
UK,Scotland,39486,722.7,0.0,0.0,1823547.0,2020-10-09T00:00:00
UK,North East,40729,1525.5,2799.0,104.8,0.0,2020-10-09T00:00:00
UK,East Midlands,47752,987.4,3740.0,77.3,0.0,2020-10-09T00:00:00
UK,South East,50840,553.8,6282.0,68.4,0.0,2020-10-09T00:00:00
UK,West Midlands,54754,922.7,5758.0,97.0,0.0,2020-10-09T00:00:00
UK,London,63057,703.6,7344.0,81.9,0.0,2020-10-09T00:00:00
UK,Yorkshire and The Humber,74578,1355.2,4587.0,83.4,0.0,2020-10-09T00:00:00
UK,North West,130987,1784.3,8053.0,109.7,0.0,2020-10-09T00:00:00
