country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,883363,27870.0,0.0,0.0,0.0,2022-08-14T00:00:00
UK,North East,996721,37180.5,0.0,0.0,22561229.0,2022-08-14T00:00:00
UK,East Midlands,1678927,34506.2,0.0,0.0,43701319.0,2022-08-14T00:00:00
UK,South West,1871367,33068.0,0.0,0.0,59836666.0,2022-08-14T00:00:00
UK,Yorkshire and The Humber,1905871,34487.0,0.0,0.0,45160366.0,2022-08-14T00:00:00
UK,West Midlands,2017118,33833.3,0.0,0.0,52661694.0,2022-08-14T00:00:00
UK,Scotland,2083892,38124.6,0.0,0.0,17330728.0,2022-08-14T00:00:00
UK,East of England,2165316,34539.2,0.0,0.0,65671303.0,2022-08-14T00:00:00
UK,North West,2711750,36807.1,0.0,0.0,64173071.0,2022-08-14T00:00:00
UK,London,3045846,33833.4,0.0,0.0,76147551.0,2022-08-14T00:00:00
UK,South East,3208197,34806.4,0.0,0.0,98760179.0,2022-08-14T00:00:00
