country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,696131,36725.3,0.0,0.0,8821158.0,2022-04-08T00:00:00
UK,Wales,868974,27416.0,0.0,0.0,8697305.0,2022-04-08T00:00:00
UK,North East,918533,34263.9,0.0,0.0,21102405.0,2022-04-08T00:00:00
UK,East Midlands,1549631,31848.8,0.0,0.0,41225767.0,2022-04-08T00:00:00
UK,South West,1695120,29953.7,0.0,0.0,56340277.0,2022-04-08T00:00:00
UK,Yorkshire and The Humber,1762732,31896.9,0.0,0.0,42452493.0,2022-04-08T00:00:00
UK,Scotland,1851825,33879.0,0.0,0.0,16374680.0,2022-04-08T00:00:00
UK,West Midlands,1865584,31291.6,0.0,0.0,49524174.0,2022-04-08T00:00:00
UK,East of England,1981378,31605.2,0.0,0.0,62132519.0,2022-04-08T00:00:00
UK,North West,2512668,34105.0,0.0,0.0,60326561.0,2022-04-08T00:00:00
UK,London,2829342,31428.4,0.0,0.0,72154570.0,2022-04-08T00:00:00
UK,South East,2930462,31793.2,0.0,0.0,93046035.0,2022-04-08T00:00:00
