country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Wales,906878,28611.9,0.0,0.0,0.0,2023-11-10T00:00:00
UK,North East,1057893,39462.4,0.0,0.0,0.0,2023-11-10T00:00:00
UK,East Midlands,1792356,36837.4,0.0,0.0,0.0,2023-11-10T00:00:00
UK,South West,2017142,35643.9,0.0,0.0,0.0,2023-11-10T00:00:00
UK,Yorkshire and The Humber,2023667,36618.5,0.0,0.0,0.0,2023-11-10T00:00:00
UK,West Midlands,2144437,35968.8,0.0,0.0,0.0,2023-11-10T00:00:00
UK,East of England,2305124,36769.3,0.0,0.0,0.0,2023-11-10T00:00:00
UK,North West,2866475,38907.3,0.0,0.0,0.0,2023-11-10T00:00:00
UK,London,3177606,35297.0,0.0,0.0,0.0,2023-11-10T00:00:00
UK,South East,3424958,37158.1,0.0,0.0,0.0,2023-11-10T00:00:00
