country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,99586.0,5258.9,0.0,0.0,1401605.0,2021-01-22T00:00:00
UK,North East,158331.0,5930.1,6055.0,226.8,0.0,2021-01-22T00:00:00
UK,Scotland,171985.0,3148.0,0.0,0.0,3889623.0,2021-01-22T00:00:00
UK,South West,180772.0,3213.9,5802.0,103.2,0.0,2021-01-22T00:00:00
UK,Wales,188502.0,5978.7,0.0,0.0,2332572.0,2021-01-22T00:00:00
UK,East Midlands,256689.0,5308.0,9362.0,193.6,0.0,2021-01-22T00:00:00
UK,Yorkshire and The Humber,310384.0,5640.3,10960.0,199.2,0.0,2021-01-22T00:00:00
UK,East of England,323554.0,5188.4,11853.0,190.1,0.0,2021-01-22T00:00:00
UK,West Midlands,343949.0,5796.2,12556.0,211.6,0.0,2021-01-22T00:00:00
UK,South East,458567.0,4995.2,15637.0,170.3,0.0,2021-01-22T00:00:00
UK,North West,502706.0,6847.7,17670.0,240.7,0.0,2021-01-22T00:00:00
UK,London,626299.0,6988.4,14781.0,164.9,0.0,2021-01-22T00:00:00
