country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,113092,5972.1,0.0,0.0,1673692.0,2021-03-03T00:00:00
UK,North East,183630,6877.7,7435.0,278.5,0.0,2021-03-03T00:00:00
UK,Scotland,204434,3742.0,0.0,0.0,4635856.0,2021-03-03T00:00:00
UK,Wales,204808,6495.9,0.0,0.0,2745397.0,2021-03-03T00:00:00
UK,South West,212217,3773.0,8166.0,145.2,0.0,2021-03-03T00:00:00
UK,East Midlands,309278,6395.4,12196.0,252.2,0.0,2021-03-03T00:00:00
UK,Yorkshire and The Humber,359690,6536.3,13304.0,241.8,0.0,2021-03-03T00:00:00
UK,East of England,373910,5995.9,15958.0,255.9,0.0,2021-03-03T00:00:00
UK,West Midlands,410009,6909.4,16394.0,276.3,0.0,2021-03-03T00:00:00
UK,South East,521980,5686.0,20829.0,226.9,0.0,2021-03-03T00:00:00
UK,North West,580303,7904.7,22124.0,301.4,0.0,2021-03-03T00:00:00
UK,London,699212,7802.0,18512.0,206.6,0.0,2021-03-03T00:00:00
