country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,3602,190.2,0.0,0.0,0.0,2020-04-30T00:00:00
UK,South West,8051,143.1,1353.0,24.1,0.0,2020-04-30T00:00:00
UK,East Midlands,9143,189.1,1783.0,36.9,0.0,2020-04-30T00:00:00
UK,North East,9880,370.0,1327.0,49.7,0.0,2020-04-30T00:00:00
UK,Wales,10390,329.5,0.0,0.0,0.0,2020-04-30T00:00:00
UK,Scotland,12723,232.9,0.0,0.0,0.0,2020-04-30T00:00:00
UK,East of England,13604,218.2,2763.0,44.3,0.0,2020-04-30T00:00:00
UK,Yorkshire and The Humber,13776,250.3,2113.0,38.4,0.0,2020-04-30T00:00:00
UK,West Midlands,15723,265.0,3339.0,56.3,0.0,2020-04-30T00:00:00
UK,South East,21430,233.4,3382.0,36.8,0.0,2020-04-30T00:00:00
UK,North West,24667,336.0,3986.0,54.3,0.0,2020-04-30T00:00:00
UK,London,27937,311.7,5531.0,61.7,0.0,2020-04-30T00:00:00
