country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,1173,61.9,0.0,0.0,0.0,2020-04-04T00:00:00
UK,South West,2108,37.5,307.0,5.5,0.0,2020-04-04T00:00:00
UK,North East,2219,83.1,273.0,10.2,0.0,2020-04-04T00:00:00
UK,East Midlands,2950,61.0,411.0,8.5,0.0,2020-04-04T00:00:00
UK,Yorkshire and The Humber,3356,61.0,399.0,7.3,0.0,2020-04-04T00:00:00
UK,Wales,3588,113.8,0.0,0.0,0.0,2020-04-04T00:00:00
UK,East of England,3948,63.3,681.0,10.9,0.0,2020-04-04T00:00:00
UK,Scotland,4017,73.5,0.0,0.0,0.0,2020-04-04T00:00:00
UK,West Midlands,5407,91.1,1035.0,17.4,0.0,2020-04-04T00:00:00
UK,South East,6309,68.7,897.0,9.8,0.0,2020-04-04T00:00:00
UK,North West,6519,88.8,841.0,11.5,0.0,2020-04-04T00:00:00
UK,London,13944,155.6,2172.0,24.2,0.0,2020-04-04T00:00:00
