country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,40531,2140.3,0.0,0.0,775227.0,2020-11-03T00:00:00
UK,South West,49856,886.4,2566.0,45.6,0.0,2020-11-03T00:00:00
UK,East of England,57028,914.5,5432.0,87.1,0.0,2020-11-03T00:00:00
UK,Wales,58386,1851.8,0.0,0.0,1196362.0,2020-11-03T00:00:00
UK,Scotland,69712,1276.0,0.0,0.0,2273233.0,2020-11-03T00:00:00
UK,North East,69839,2615.8,3314.0,124.1,0.0,2020-11-03T00:00:00
UK,South East,83177,906.1,6689.0,72.9,0.0,2020-11-03T00:00:00
UK,East Midlands,92702,1916.9,4287.0,88.6,0.0,2020-11-03T00:00:00
UK,West Midlands,103720,1747.9,6320.0,106.5,0.0,2020-11-03T00:00:00
UK,London,107025,1194.2,7710.0,86.0,0.0,2020-11-03T00:00:00
UK,Yorkshire and The Humber,149217,2711.6,5500.0,99.9,0.0,2020-11-03T00:00:00
UK,North West,239083,3256.7,9817.0,133.7,0.0,2020-11-03T00:00:00
