country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,690895,36449.0,0.0,0.0,8758209.0,2022-04-03T00:00:00
UK,Wales,867016,27354.2,0.0,0.0,8679032.0,2022-04-03T00:00:00
UK,North East,909050,33910.1,0.0,0.0,20974189.0,2022-04-03T00:00:00
UK,East Midlands,1533922,31526.0,0.0,0.0,40977752.0,2022-04-03T00:00:00
UK,South West,1672909,29561.2,0.0,0.0,55978104.0,2022-04-03T00:00:00
UK,Yorkshire and The Humber,1745718,31589.0,0.0,0.0,42197434.0,2022-04-03T00:00:00
UK,Scotland,1821329,33321.1,0.0,0.0,16306083.0,2022-04-03T00:00:00
UK,West Midlands,1846805,30976.6,0.0,0.0,49226674.0,2022-04-03T00:00:00
UK,East of England,1960201,31267.4,0.0,0.0,61779894.0,2022-04-03T00:00:00
UK,North West,2491765,33821.2,0.0,0.0,59961442.0,2022-04-03T00:00:00
UK,London,2808543,31197.4,0.0,0.0,71770492.0,2022-04-03T00:00:00
UK,South East,2897220,31432.5,0.0,0.0,92482801.0,2022-04-03T00:00:00
