country,nuts_1,cases,cases/100k pop.,deaths,deaths/100k pop.,tests,datetime
UK,Northern Ireland,5612,296.4,0.0,0.0,0.0,2020-06-18T00:00:00
UK,South West,12557,223.2,1998.0,35.5,0.0,2020-06-18T00:00:00
UK,North East,14897,558.0,2265.0,84.8,0.0,2020-06-18T00:00:00
UK,Wales,15770,500.2,0.0,0.0,0.0,2020-06-18T00:00:00
UK,Scotland,18141,332.1,0.0,0.0,0.0,2020-06-18T00:00:00
UK,East Midlands,19287,398.8,3008.0,62.2,0.0,2020-06-18T00:00:00
UK,East of England,22790,365.5,4236.0,67.9,0.0,2020-06-18T00:00:00
UK,West Midlands,24639,415.2,4827.0,81.3,0.0,2020-06-18T00:00:00
UK,Yorkshire and The Humber,27183,494.0,3680.0,66.9,0.0,2020-06-18T00:00:00
UK,South East,32930,358.7,5138.0,56.0,0.0,2020-06-18T00:00:00
UK,London,33232,370.8,6621.0,73.9,0.0,2020-06-18T00:00:00
UK,North West,40954,557.9,6305.0,85.9,0.0,2020-06-18T00:00:00
