country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,122302,5.07,2871,3863,1130,12236,2021-03-04T00:00:00
PL,dolnośląskie,29728,4.05,972,4561,1266,12585,2021-03-04T00:00:00
PL,wielkopolskie,172328,3.57,4536,5036,1324,18326,2021-03-04T00:00:00
PL,pomorskie,124722,5.7,2834,4699,1399,20490,2021-03-04T00:00:00
PL,śląskie,45000,3.59,1582,6281,1709,20361,2021-03-04T00:00:00
PL,mazowieckie,226457,4.72,5685,9993,2766,43830,2021-03-04T00:00:00
PL,opolskie,44453,2.71,1361,1266,278,3138,2021-03-04T00:00:00
PL,świętokrzyskie,9247,3.1,441,2054,424,3940,2021-03-04T00:00:00
PL,podlaskie,48782,3.72,1398,1559,462,5936,2021-03-04T00:00:00
PL,zachodniopomorskie,88874,2.81,1900,2577,508,7851,2021-03-04T00:00:00
PL,lubelskie,85069,2.27,2986,2528,514,8206,2021-03-04T00:00:00
PL,lubuskie,45026,4.85,1174,1672,513,6614,2021-03-04T00:00:00
PL,łódzkie,29299,3.24,1358,3999,832,11313,2021-03-04T00:00:00
PL,warmińsko-mazurskie,36667,5.85,941,2425,866,15085,2021-03-04T00:00:00
PL,podkarpackie,78410,4.43,2517,3122,1006,12315,2021-03-04T00:00:00
PL,małopolskie,24610,2.79,872,3975,996,13744,2021-03-04T00:00:00
